clade_name	A01_02_1FE	A02_01_1FE	A03_01_1FE	A04_01_1FE	A04_04_1FE	A05_01_1FE	A06_01_1FE	A07_01_1FE	A08_01_1FE	A09_01_1FE	A09_02_1FE	A10_01_1FE	A10_02_1FE	A11_01_1FE	A13_01_1FE	A13_03_1FE	A14_01_1FE	A15_02_1FE	A19_01_1FE	A19_03_1FE	A20_01_1FE	A20_03_1FE	A22_01_1FE	A23_01_1FE	A24_02_1FE	A24_04_1FE	A25_01_1FE	A26_01_1FE	A27_02_1FE	A28_02_1FE	A29_01_1FE	A32_01_1FE	A34_01_1FE	A34_02_1FE	A35_01_1FE	A36_01_1FE	A36_02_1FE	A37_02_1FE	A39_01_1FE	A39_02_1FE	A39_04_1FE	A40_02_1FE	A41_01_1FE	A42_02_1FE	A43_02_1FE	A44_01_1FE	A45_02_1FE	A46_01_1FE	A46_02_1FE	A47_01_1FE	A47_02_1FE	A48_01_1FE	A48_05_1FE	A49_01_1FE	A53_01_1FE	A54_02_1FE	A55_01_1FE	A55_02_1FE	A56_01_1FE	A58_01_1FE	A58_03_1FE	A59_01_1FE	A62_01_1FE	A62_03_1FE	A66_02_1FE	A67_01_1FE	A68_01_1FE	A69_01_1FE	A69_02_1FE	A70_01_1FE	A70_03_1FE	A70_04_1FE	A72_01_1FE	A72_02_1FE	A73_01_1FE	A73_02_1FE	A75_02_1FE	A79_02_1FE	A81_01_1FE	A81_03_1FE	A82_02_1FE	A83_02_1FE	A85_01_1FE	A88_02_1FE	A89_01_1FE	A89_02_1FE	A90_03_1FE	A90_04_1FE	A91_01_1FE	A91_02_1FE	A92_01_1FE	A93_01_1FE	A94_01_1FE	A94_02_1FE	A94_03_1FE	A95_01_1FE	V01_01_1FE	V06_02_1FE	V07_01_2FE	V07_02_2FE	V12_01_2FE	V18_02_1FE	V19_01_2FE	V19_02_2FE	V30_01_1FE	V31_01_2FE	V32_02_2FE	V36_02_2FE	V40_01_1FE	V48_03_2FE	V50_01_1FE	V50_01_2FE	V50_02_1FE	V53_02_1FE	V54_01_1FE
k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB9279|s__GGB9279_SGB14232|t__SGB14232	0	0	0	0	0	0	0	0	0.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0.28885	0	0	0	0	0	0	0	0.1353	0	0	0	0	0.34902	0	0	0	0.00642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06362	0	0.00817	0	0	0.00742	0	0.13435	0	0	0	0	0	0.00776	0	0	0.14239	0	0	0	0	0	0	0.00216	0	0	0.54348	0	0.00111	0.05226	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747|s__GGB9747_SGB15353|t__SGB15353	0	0	0	0	0	0	0	0	0.17154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01681	0	0	0	0	0	0	0	0	0	0.00145	0	0	0	0	0	0.00405	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0.00624	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04289	0	0	0	0	0.02236	0	0.0609	0	0.0262	0	0.03339	0.01364	0.0187	0	0.08823	0.04029	0	0.01884	0	0	0	0	0	0	0	0	0	0.12353	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9687|s__GGB9687_SGB15191|t__SGB15191	0	0	0	0	0	0	0	0	0.16002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02572	0	0	0	0	0	0	0	0.02637	0	0	0	0	0.01753	0	0	0	0.1862	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03368	0	0.06314	0.03882	0.00604	0.09896	0	0.00424	0	0.01202	0	0.06135	0	0.03932	0.06757	0	0	0	0	0	0	0	0	0	0.03392	0.02331	0	0.00017	0	0	0	0	0	0.14585	0	0	0	0	0.0153	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__GGB4691|s__GGB4691_SGB6489|t__SGB6489	0	0	0	0	0	0	0	0	0.15347	0	0	0	0.08919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00475	0	0	0	0	0	0	0	0	0	0	0.01773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84673	0	0	0	0	0	0	0	0	0.03886	0	0	0	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB9080|s__GGB9080_SGB14004|t__SGB14004	0	0	0	0	0	0	0	0	0.1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04131	0	0	0	0	0	0.17506	0	0.05326	0	0.00508	0	0.16211	0	0	0	0.01056	0	0	0	0	0	0	0.11245	0	0	0	0.01771	0	0	0	0	0	0	0	0	0	0.00836	0	0	0	0.03429	0	0	0	0	0	0	0	0	0	0.01951	0.05506	0	0.07963	0	0	0	0	0	0.05382	0	0	0	0.01795	0.34042	0	0.05443	0	0	0	0	0.00702	0.00498	0	0.08533	0	0	0	0	0	0	0	0.01576	0.04376	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3859|s__GGB3859_SGB5234|t__SGB5234	0	0	0	0	0	0	0	0	0.12663	0	1.07067	0	0.03306	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01141	0	0	0	0	0	0	0	0.12848	0	0	0	0.01406	0	0	0.04761	0	0	0	0.00116	0	0	0	0	0.01226	0	0	0.04032	0	0	0	0	0	0.00503	0	0.02624	0	0	0	0	0	0	0	0	0	0	0.01085	0	0	0	0.0523	0.01158	0	0	0	0	0.47827	0	0	0	0	0	0	0	0	0	0	0.03478	0	0	0	0	0	0.00105	0	0	0.11595	0.00986	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB13532|o__OFGB13532|f__FGB13532|g__GGB13532|s__GGB13532_SGB14832|t__SGB14832	0	0	0	0	0	0	0	0	0.1103	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11571	0	0.08289	0	0.08449	0	0	0	0	0	0.67975	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0.05468	0	0	0	0	0.00683	0	0	0	0	0	0.14451	0	0	0	0.18014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00568	0	0
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9302|s__GGB9302_SGB14263|t__SGB14263	0	0	0	0	0	0	0	0	0.10927	0	0.00134	0	0	0	0.00228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0.00206	0	0	0	0.0019	0	0	0	0	0	0	0	0	0.01304	0	0	0	0	0	0	0	0	0	0.00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214	0	0	0.00189	0	0.00215	0	0	0	0	0.00383	0	0.0008	0	0.33599	0	0	0	0	0	0	0	0	0	0.0022	0.04752	0	0	0	0	0	0	0	0.01296	0	0.04728	0	0	0.08091	0	0
k__Bacteria|p__Firmicutes|c__CFGB8331|o__OFGB8331|f__FGB8331|g__GGB13357|s__GGB13357_SGB13987|t__SGB13987	0	0	0	0	0	0	0	0	0.09222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01189	0.0247	0	0	0	0	0	0	0	0	0.02823	0.24437	0	0	0	0	0.01369	0	0	0	0	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0.02442	0	0	0	0.00234	0	0	0	0	0	0	0	0	0.0048	0	0.0011	0	0.06493	0	0.00503	0	0	0.0198	0.00995	0	0.02286	0.01448	0	0.06101	0	0	0	0.00284	0	0	0	0	0.31717	0	0.03345	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355|f__FGB1355|g__GGB3306|s__GGB3306_SGB4372|t__SGB4372	0	0	0	0	0	0	0	0	0.08379	0	0.00167	0	0.04684	0	0	0	0	0	0	0	0	0	0	0.07298	0	0	0	0	0	0.02769	0	0.00168	0	0.13614	0	0.01686	0	0	0	0.56215	0	0	0	0.04178	0	0	0	0	0.21748	0	0.01968	0	0	0	0.02467	0	0	0	0	0	0	0	0	0	0	0	0.05607	0	0	0	0	0	0	0	0.19699	0	0	0.23164	0	0	0.12407	0.17105	0	0.1102	0	0.11288	0	0	0	0	0	0	0	0.05273	0.37521	0	0	0	0	0	0.29163	0.00159	0	0	0	0	0	0.08039	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB9171|s__GGB9171_SGB14109|t__SGB14109	0	0	0	0	0	0	0	0	0.08001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374	0	0	0.01513	0	0	0	0.00141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00291	0	0.02195	0	0	0	0	0.02568	0.0047	0	0	0	0	0	0.00105	0.2645	0	0	0.09805	0	0	0	0	0	0	0	0	0	0	0.08713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB41213|s__GGB41213_SGB14111|t__SGB14111	0	0	0	0	0	0	0	0	0.07901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9594|s__GGB9594_SGB15016|t__SGB15016	0	0	0	0	0	0	0	0	0.07556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205	0	0	0	0	0	0	0.17575	0	0.00254	0	0	0	0	0	0.18942	0	0	0	0	0.00241	0	0.13277	0.02095	0.40167	0	0	0	0	0	0	0	0	0	7.00E-05	0	0	0	0	0	0	0	0	0	0	0	0.00422	0	0.02399	0	0	0	0.02411	0	0.0341	0.06481	0.09417	0	0	0.04851	0.14207	0	0	0.00246	0.00111	0	0.00033	0	0	0.74679	0.05199	0	0	0	0.31436	0.06684	0	0	0	0	0.00616	0	0	0.08578	0.00159	0	0	0	0	0	0.00022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB5119|t__SGB5119	0	0	0	0	0	0	0	0	0.0751	0.04142	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00843	0	0	0.18074	0	0	0	0	0	0	0	0	0	0	0	0	0.21084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7904	0	0	0	0	0	0	0	0.51014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB9689|s__GGB9689_SGB15194|t__SGB15194	0	0	0	0	0	0	0	0	0.07278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09701	0	0	0	0	0	0	0	0.05129	0	0	0	0	0	0	0	0	0.70965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16617	0	0	0	0	0	0	0	0	0.03483	0	0	0	0	0	0	0	0	0	0.17492	0	0	0	0	0	0	0	0	0.00742	0	0	0	0	0.05974	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9710|s__GGB9710_SGB15239|t__SGB15239	0	0	0	0	0	0	0	0	0.06391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19881	0	0	0	0	0	0	0	0	0	0	0	0	0.03739	0	0	0.02066	0.02121	0	0	0	0	0	0	0	0	0	0.00957	0	0	0	0	0	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0	0.00434	0.00573	0	0	0	0.5897	0	0.00511	0	0	0.00622	0	0.07389	0	0.00043	0.0227	0.03189	0	0	0	0.3847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9677|s__GGB9677_SGB15180|t__SGB15180	0	0	0	0	0	0	0	0	0.06058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01677	0	0.07233	0	0	0	0.00856	0	0	0	0	0	0	0.20929	0	0	0	0.00518	0	0.00271	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76191|o__OFGB76191|f__FGB76191|g__GGB1249|s__GGB1249_SGB1670|t__SGB1670	0	0	0	0	0	0	0	0	0.05866	0	0.01576	0.00187	0.04115	0	0	0	0	0	0.0149	0	0	0	0	0	0.01588	0	0	0	0.08679	0.00275	0	0.00981	0	0	0.10011	0	0	0	0	1.11373	0	0.02682	0	0	0	0	0.02476	0	0	0	0	0	0	0	0	0.0256	0	0	0	0	0	0	0.02533	0	0	0	0	0	0	0	0.28291	0	0	0.12733	0	0.03543	0.06311	0	0.03857	0	0	0	0.0349	0	0	0.01131	0	0.01082	0	0	0	0.00012	0	0	0	0	0	0	0	0	0	0	0	0.02681	0	0.0843	0	0	0.02161	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3026|o__OFGB3026|f__FGB3026|g__GGB13437|s__GGB13437_SGB14904|t__SGB14904	0	0	0	0	0	0	0	0	0.05843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01491	0	0	0	0.01222	0	0	0	0	0.0141	0	0	0	0	0.0945	0	0	0	0	0.02101	0	0	0	0	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01904	0	0.00627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02467	0	0	0	0	0	0	0.00894	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8294|o__OFGB8294|f__FGB8294|g__GGB9328|s__GGB9328_SGB14291|t__SGB14291	0	0	0	0	0	0	0	0	0.05669	0	0	0	0.00239	0	0	0	0	0	0	0	0	0	0	0.00958	0	0	0	0	0	0.00662	0	0.03344	0	0	0	0	0	0	0	0.00294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00551	0	0.02279	0	0.00027	0	0.00999	0.02006	0	0	0.00157	0.04353	0	0	0	0	0	0.11153	0	0	0	0.05639	0.06427	0	0.01843	0	0	0.00577	0	0	0.02692	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__GGB12503|s__GGB12503_SGB19436|t__SGB19436	0	0	0	0	0	0	0	0	0.05645	0	0	0	0.01754	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01562	0	0	0	0	0	0	0	0	0	0.00192	0	0	0	0	0	0	0	0	0	0	0	0.20894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07069	0	0.03469	0.16292	0.01094	0	0.24206
k__Bacteria|p__Firmicutes|c__CFGB2949|o__OFGB2949|f__FGB2949|g__GGB9290|s__GGB9290_SGB14246|t__SGB14246	0	0	0	0	0	0	0	0	0.0564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01156	0.00054	0.0345	0	0	0.00876	0	0	0.01165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01493	0.03776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2996|s__GGB2996_SGB3983|t__SGB3983	0	0	0	0	0	0	0	0	0.05324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0.02262	0	0	0	0	0	0	0.00131	0	0.00172	0	0	0	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05265	0.03826	0	0.22652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00475	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223|g__GGB9249|s__GGB9249_SGB14193|t__SGB14193	0	0	0	0	0	0	0	0	0.05264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0.00831	0	0	0	0	0.02895	0	0.0357	0	0	0	0.00241	0	0	0.01176	0	0	0.00378	0	0	0	0	0	0	0	0	0.02229	0	0	0	0.00567	0	0	0	0.10927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04152	0.31397	0.0061	0.15927	0	0.00523	0	0.20883	0.04027	8.00E-05	0	0.02455	0.0644	0	0.0671	0	0.00852	0	0.43012	0	0	0	0.03525	0.37649	0.05967	0	0	0	0	0	0	0.07757	0.00112	0	0	0	0.35873	0	0
k__Bacteria|p__Firmicutes|c__CFGB2873|o__OFGB2873|f__FGB2873|g__GGB9172|s__GGB9172_SGB14110|t__SGB14110	0	0	0	0	0	0	0	0	0.04707	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0	0	0.06005	0	0.00019	0	0	0.06039	0	0.04606	0	0	0	0	0	0	0.011	0.175	0	0	0	0	0	0	0.02181	0.04248	0	0	0.0191	0	0	0	0.00444	0	0	0	0.06914	0	0	0	0	0	0	0	0	0	0	0	0.00641	0	0.01029	0	0.02933	0	0	0.17748	0	0.00308	0	0	0	0.01569	0.00465	0	0	0.05084	0.06141	0	0	0	0.00342	0.00188	0	0	0	0	0.08071	0.01981	0	0.007	0	0.00975	0	0	0	0.0117	0.0061	0	0	0	0.26059	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13493|s__GGB13493_SGB15238|t__SGB15238	0	0	0	0	0	0	0	0	0.04701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39923	0	0.01591	0	0.00123	0	0	0.07918	0.16885	0	0	0	0.40035	0.00668	0	0	0	0.00801	0	0	0	0	0	0.00124	0	0	0	0.00165	0	0.00296	0	0	0	0	0	0.00347	0	0	0.00273	0	0	0.12093	0	0.01544	0	6.00E-05	0.04016	0.00075	0.07221	0	0.09983	0	0.12607	0.06802	0.00617	0	0.18141	0.1018	0	0.16725	0.01986	0.00196	0	0.06445	0	0	0	0.81026	0.15332	0.0919	0.01233	0	0.00356	0	0	0	0.03465	0	0	0	0	0.00011	0	0
k__Bacteria|p__Firmicutes|c__CFGB58291|o__OFGB58291|f__FGB58291|g__GGB9264|s__GGB9264_SGB14212|t__SGB14212	0	0	0	0	0	0	0	0	0.04594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12126	0	0	0.00034	0	0	0	0.00713	0.00075	0	0	0.0097	0	0	0	0	0	0	0	0	0	0.00156	0	0	0.09131	0	0.00749	0	0.00909	0	0	0	0	0.00739	0	0.04934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Pseudoglutamicibacter|s__Pseudoglutamicibacter_SGB14255|t__SGB14255	0	0	0	0	0	0	0	0	0.04118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0.00133	0.0193	0	0.00013	0	0.03835	0	0	0	0	0.01496	0.09145	0	0	0	0.0765	0.04252	0	0	0	0.03072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03462	0	0	0.02159	0	0	0.03431	0	0.12024	0	0	0.39629	0.00561	0	0	0.0011	0	0	0.02122	0.15518	0	0	0.27111	0	0	0.00071	0.00652	0.00556	0.21615	0	0	0	0	0.10738	0.04486	0.06447	0	0.01274	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238|f__FGB9238|g__GGB74463|s__GGB74463_SGB54347|t__SGB54347	0	0	0	0	0	0	0	0	0.03862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB13779|s__GGB13779_SGB65075|t__SGB65075	0	0	0	0	0	0	0	0	0.03856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15642	0	0	0	0	0	0	0	0.03681	0	0	0	0	0	0	0	0	0	0	0	0	0.12033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9591|s__GGB9591_SGB15013|t__SGB15013	0	0	0	0	0	0	0	0	0.0348	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0	0.00643	0	0	0	0.00611	0	0	0	0.09815	0	0.03505	0	0	0	0	0.00142	0.11587	1.66969	0	0	0	0	0	0.00348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04928	0	0.01932	0	0.0423	0.00078	0	0.05452	0.14614	0.01365	0	0	0	0.03621	0.02094	0.00252	0.11971	0	0	0	0	0.0543	0	0	0	0	0.00586	0.00225	0.00999	0.00139	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15251|t__SGB15251	0	0	0	0	0	0	0	0	0.03435	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00345	0.06443	0	0	0	0	0	0	0	0	0	0	0	0.01508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00808	0	0.00025	0	0	0	0	0	0.0012	0	0.00281	0.10264	0	0	0	0	0	0	0	0	0	0	0.06163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__CFGB31328|o__OFGB31328|f__FGB31328|g__GGB4751|s__GGB4751_SGB6580|t__SGB6580	0	0	0	0	0	0	0	0	0.03384	0	0	0	0.4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65139	0	0	0	0.00651	0	0	0	0	0	0.00625	0	0	0	0	0	0	0.04529	0	0	0.01423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36819	0	0.13452	0.02739	0	0	0.04663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04423	0	0	0.03343	0	0	0	0	0	0	0	0	0	0	0.02391	0	0
k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355|f__FGB1355|g__GGB3305|s__GGB3305_SGB4368|t__SGB4368	0	0	0	0	0	0	0	0	0.03167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12241	0.10635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB5113|t__SGB5113	0	0	0	0	0	0	0	0	0.0303	0	0	0	0.0543	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24468	0	0	0	0	0.00376	0	0	0	0.00427	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03753	0	0	0	0	0	0.51684	0	0	0	0.12139	0	0	0	0	0	0	0	0	0	0	0.03636	0	0.02392	0	0	0.0001	0	0.00172	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	3.33348	0	0	0	0	0	0	0	0	0	0	0	0.08249	0	0	0	0	0	0.45243	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__SGB1965	0	0	0	0	0	0	0	0	0.02906	0	0	0	0	0	0	0	0	0	0	0	0	0.03351	0	0	0	0	0	0	0.00348	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0.57254	0	0	0.00613	0	0	0	0	0	0	0	0	0.92097	0.01302	0	0	0	0	0	0	0	0	0	0	0	0	0.11675	0	0.11151	0	0	0	0.0072	0	0	0.01578	0	0	0	0	0	0	0.05764	0	0.00037	0.10254	0	0	0	0.00117	9.00E-05	0.00887	0	0.16423	0	0.02814	0	0	0	0.00079	0	0	0	0	0	0	0	0	0.01926	0.00343	0
