"sample_id","sample_id_metaphlan","subject_id","study_readable","species","sex","age","weight","antibiotics","medications","Hill's/Public","Facility/Household"
"F-50190598-002S_HPN1875_S204","F-50190598-002S_HPN1875_S204","7842","DietInt Study1","dog","Female",13.28,9.9,"No","Yes","Hill's","Facility"
"F-50190600-002S_HPN1875_S217","F-50190600-002S_HPN1875_S217","13976","DietInt Study1","dog","Male",8.01,11.3,"No","Yes","Hill's","Facility"
"F-50190602-002S_HPN1875_S220","F-50190602-002S_HPN1875_S220","14695","DietInt Study1","dog","Female",8.84,8.5,"No","Yes","Hill's","Facility"
"F-50190604-002S_HPN1875_S188","F-50190604-002S_HPN1875_S188","15272","DietInt Study1","dog","Female",4.9,8.9,"No","Yes","Hill's","Facility"
"F-50190606-002S_HPN1875_S198","F-50190606-002S_HPN1875_S198","15269","DietInt Study1","dog","Male",4.9,11.7,"No","Yes","Hill's","Facility"
"F-50190608-002S_HPN1875_S221","F-50190608-002S_HPN1875_S221","15346","DietInt Study1","dog","Female",4.97,9.6,"No","Yes","Hill's","Facility"
"F-50190817-005S_HPN1875_S406","F-50190817-005S_HPN1875_S406","15234","DietInt Study1","cat","Male",5.96,5.21,"No","Yes","Hill's","Facility"
"F-50190819-005S_HPN1875_S438","F-50190819-005S_HPN1875_S438","15234","DietInt Study1","cat","Male",6.06,5.36,"No","Yes","Hill's","Facility"
"F-50190821-005S_HPN1875_S405","F-50190821-005S_HPN1875_S405","8746","DietInt Study1","cat","Female",11.74,3.1,"No","Yes","Hill's","Facility"
"F-50190823-005S_HPN1875_S437","F-50190823-005S_HPN1875_S437","8746","DietInt Study1","cat","Female",11.83,3.35,"No","Yes","Hill's","Facility"
"F-50190825-005S_HPN1875_S393","F-50190825-005S_HPN1875_S393","15959","DietInt Study1","cat","Female",4.44,4.24,"No","Yes","Hill's","Facility"
"F-50190827-005S_HPN1875_S425","F-50190827-005S_HPN1875_S425","15959","DietInt Study1","cat","Female",4.54,4.33,"No","Yes","Hill's","Facility"
"F-50190828-005S_HPN1875_S404","F-50190828-005S_HPN1875_S404","13875","DietInt Study1","cat","Female",10.24,4.06,"No","Yes","Hill's","Facility"
"F-50190830-005S_HPN1875_S436","F-50190830-005S_HPN1875_S436","13875","DietInt Study1","cat","Female",10.33,4.28,"No","Yes","Hill's","Facility"
"F-50190832-005S_HPN1875_S411","F-50190832-005S_HPN1875_S411","14015","DietInt Study1","cat","Female",8.92,4.26,"No","Yes","Hill's","Facility"
"F-50190834-005S_HPN1875_S443","F-50190834-005S_HPN1875_S443","14015","DietInt Study1","cat","Female",9.02,4.25,"No","Yes","Hill's","Facility"
"F-50190840-005S_HPN1875_S403","F-50190840-005S_HPN1875_S403","16031","DietInt Study1","cat","Male",4.47,7.38,"No","Yes","Hill's","Facility"
"F-50190842-005S_HPN1875_S435","F-50190842-005S_HPN1875_S435","16031","DietInt Study1","cat","Male",4.56,7.4,"No","Yes","Hill's","Facility"
"F-50190844-005S_HPN1875_S408","F-50190844-005S_HPN1875_S408","14061","DietInt Study1","cat","Male",8.79,5.95,"No","Yes","Hill's","Facility"
"F-50190846-005S_HPN1875_S440","F-50190846-005S_HPN1875_S440","14061","DietInt Study1","cat","Male",8.89,6.3,"No","Yes","Hill's","Facility"
"F-50190848-005S_HPN1875_S409","F-50190848-005S_HPN1875_S409","13768","DietInt Study1","cat","Male",10.93,6.86,"No","Yes","Hill's","Facility"
"F-50190850-005S_HPN1875_S441","F-50190850-005S_HPN1875_S441","13768","DietInt Study1","cat","Male",11.02,6.87,"No","Yes","Hill's","Facility"
"F-50190854-005S_HPN1875_S429","F-50190854-005S_HPN1875_S429","7656","DietInt Study1","cat","Female",13.95,4.56,"No","Yes","Hill's","Facility"
"F-50190856-005S_HPN1875_S394","F-50190856-005S_HPN1875_S394","13897","DietInt Study1","cat","Female",8.62,4.54,"No","Yes","Hill's","Facility"
"F-50190858-005S_HPN1875_S426","F-50190858-005S_HPN1875_S426","13897","DietInt Study1","cat","Female",8.72,4.55,"No","Yes","Hill's","Facility"
"F-50190860-005S_HPN1875_S402","F-50190860-005S_HPN1875_S402","16388","DietInt Study1","cat","Male",3.21,5.22,"No","Yes","Hill's","Facility"
"F-50190862-005S_HPN1875_S434","F-50190862-005S_HPN1875_S434","16388","DietInt Study1","cat","Male",3.3,5.1,"No","Yes","Hill's","Facility"
"F-50190866-005S_HPN1875_S444","F-50190866-005S_HPN1875_S444","15243","DietInt Study1","cat","Male",6.26,4.78,"No","Yes","Hill's","Facility"
"F-50190868-005S_HPN1875_S419","F-50190868-005S_HPN1875_S419","14924","DietInt Study1","cat","Female",7.04,4.99,"No","Yes","Hill's","Facility"
"F-50190870-005S_HPN1875_S453","F-50190870-005S_HPN1875_S453","14924","DietInt Study1","cat","Female",7.14,5.12,"No","Yes","Hill's","Facility"
"F-50190872-005S_HPN1875_S390","F-50190872-005S_HPN1875_S390","13765","DietInt Study1","cat","Male",10.82,5.56,"No","Yes","Hill's","Facility"
"F-50190874-005S_HPN1875_S422","F-50190874-005S_HPN1875_S422","13765","DietInt Study1","cat","Male",10.92,5.7,"No","Yes","Hill's","Facility"
"F-50190876-005S_HPN1875_S412","F-50190876-005S_HPN1875_S412","13934","DietInt Study1","cat","Male",8.61,5.74,"No","Yes","Hill's","Facility"
"F-50190878-005S_HPN1875_S445","F-50190878-005S_HPN1875_S445","13934","DietInt Study1","cat","Male",8.7,5.83,"No","Yes","Hill's","Facility"
"F-50190884-005S_HPN1875_S413","F-50190884-005S_HPN1875_S413","13801","DietInt Study1","cat","Male",10.78,5.42,"No","Yes","Hill's","Facility"
"F-50190886-005S_HPN1875_S446","F-50190886-005S_HPN1875_S446","13801","DietInt Study1","cat","Male",10.88,5.46,"No","Yes","Hill's","Facility"
"F-50190888-005S_HPN1875_S407","F-50190888-005S_HPN1875_S407","8071","DietInt Study1","cat","Female",11.39,5.27,"No","Yes","Hill's","Facility"
"F-50190890-005S_HPN1875_S439","F-50190890-005S_HPN1875_S439","8071","DietInt Study1","cat","Female",11.48,5.28,"No","Yes","Hill's","Facility"
"F-50190892-005S_HPN1875_S414","F-50190892-005S_HPN1875_S414","15667","DietInt Study1","cat","Male",4.79,6.7,"No","Yes","Hill's","Facility"
"F-50190894-005S_HPN1875_S448","F-50190894-005S_HPN1875_S448","15667","DietInt Study1","cat","Male",4.88,6.64,"No","Yes","Hill's","Facility"
"F-50190896-005S_HPN1875_S415","F-50190896-005S_HPN1875_S415","8773","DietInt Study1","cat","Female",11.38,4.76,"No","Yes","Hill's","Facility"
"F-50190898-005S_HPN1875_S449","F-50190898-005S_HPN1875_S449","8773","DietInt Study1","cat","Female",11.48,4.73,"Yes","Yes","Hill's","Facility"
"F-50190900-005S_HPN1875_S416","F-50190900-005S_HPN1875_S416","13789","DietInt Study1","cat","Female",10.73,4.74,"No","Yes","Hill's","Facility"
"F-50190902-005S_HPN1875_S450","F-50190902-005S_HPN1875_S450","13789","DietInt Study1","cat","Female",10.82,4.87,"No","Yes","Hill's","Facility"
"F-50190906-005S_HPN1875_S432","F-50190906-005S_HPN1875_S432","14973","DietInt Study1","cat","Male",6.61,5.69,"No","Yes","Hill's","Facility"
"F-50190908-005S_HPN1875_S399","F-50190908-005S_HPN1875_S399","13903","DietInt Study1","cat","Female",8.61,5.21,"No","Yes","Hill's","Facility"
"F-50190912-005S_HPN1875_S400","F-50190912-005S_HPN1875_S400","15670","DietInt Study1","cat","Male",4.78,5.69,"No","Yes","Hill's","Facility"
"F-50190916-005S_HPN1875_S410","F-50190916-005S_HPN1875_S410","15242","DietInt Study1","cat","Male",6.18,6.06,"No","Yes","Hill's","Facility"
"F-50190918-005S_HPN1875_S442","F-50190918-005S_HPN1875_S442","15242","DietInt Study1","cat","Male",6.28,6.11,"No","Yes","Hill's","Facility"
"F-50190922-005S_HPN1875_S447","F-50190922-005S_HPN1875_S447","14956","DietInt Study1","cat","Female",6.63,5.28,"No","Yes","Hill's","Facility"
"F-50190924-005S_HPN1875_S418","F-50190924-005S_HPN1875_S418","7115","DietInt Study1","cat","Male",13.11,4.6,"No","Yes","Hill's","Facility"
"F-50190926-005S_HPN1875_S452","F-50190926-005S_HPN1875_S452","7115","DietInt Study1","cat","Male",13.2,4.75,"No","Yes","Hill's","Facility"
"F-50190928-005S_HPN1875_S398","F-50190928-005S_HPN1875_S398","14857","DietInt Study1","cat","Male",7.15,6.14,"No","Yes","Hill's","Facility"
"F-50190930-005S_HPN1875_S431","F-50190930-005S_HPN1875_S431","14857","DietInt Study1","cat","Male",7.25,6.11,"No","Yes","Hill's","Facility"
"F-50190932-005S_HPN1875_S389","F-50190932-005S_HPN1875_S389","14021","DietInt Study1","cat","Female",8.87,5.63,"No","Yes","Hill's","Facility"
"F-50190938-005S_HPN1875_S421","F-50190938-005S_HPN1875_S421","13924","DietInt Study1","cat","Female",8.71,5.25,"No","Yes","Hill's","Facility"
"F-50190940-005S_HPN1875_S397","F-50190940-005S_HPN1875_S397","14045","DietInt Study1","cat","Male",8.73,6.26,"No","Yes","Hill's","Facility"
"F-50190942-005S_HPN1875_S430","F-50190942-005S_HPN1875_S430","14045","DietInt Study1","cat","Male",8.82,6.2,"No","Yes","Hill's","Facility"
"F-50190948-005S_HPN1875_S417","F-50190948-005S_HPN1875_S417","13807","DietInt Study1","cat","Male",10.55,5.37,"No","Yes","Hill's","Facility"
"F-50190950-005S_HPN1875_S451","F-50190950-005S_HPN1875_S451","13807","DietInt Study1","cat","Male",10.65,5.45,"No","Yes","Hill's","Facility"
"F-50190952-005S_HPN1875_S395","F-50190952-005S_HPN1875_S395","8243","DietInt Study1","cat","Male",11.4,5.91,"No","Yes","Hill's","Facility"
"F-50190954-005S_HPN1875_S427","F-50190954-005S_HPN1875_S427","8243","DietInt Study1","cat","Male",11.49,6.09,"No","Yes","Hill's","Facility"
"F-50190956-005S_HPN1875_S392","F-50190956-005S_HPN1875_S392","13757","DietInt Study1","cat","Female",10.71,3.75,"No","Yes","Hill's","Facility"
"F-50190958-005S_HPN1875_S424","F-50190958-005S_HPN1875_S424","13757","DietInt Study1","cat","Female",10.8,3.5,"No","Yes","Hill's","Facility"
"F-50190960-005S_HPN1875_S396","F-50190960-005S_HPN1875_S396","7546","DietInt Study1","cat","Male",13.1,5.3,"No","Yes","Hill's","Facility"
"F-50190962-005S_HPN1875_S428","F-50190962-005S_HPN1875_S428","7546","DietInt Study1","cat","Male",13.2,5.3,"No","Yes","Hill's","Facility"
"F-50190964-005S_HPN1875_S401","F-50190964-005S_HPN1875_S401","14031","DietInt Study1","cat","Female",8.79,4.79,"No","Yes","Hill's","Facility"
"F-50190966-005S_HPN1875_S433","F-50190966-005S_HPN1875_S433","14031","DietInt Study1","cat","Female",8.88,4.83,"No","Yes","Hill's","Facility"
"F-50190968-005S_HPN1875_S388","F-50190968-005S_HPN1875_S388","14043","DietInt Study1","cat","Male",8.73,5.28,"No","Yes","Hill's","Facility"
"F-50190970-005S_HPN1875_S420","F-50190970-005S_HPN1875_S420","14043","DietInt Study1","cat","Male",8.83,5.38,"No","Yes","Hill's","Facility"
"F-50190973-005S_HPN1875_S378","F-50190973-005S_HPN1875_S378","14015","DietInt Study1","cat","Female",8.82,4.3,"No","No","Hill's","Facility"
"F-50190977-005S_HPN1875_S370","F-50190977-005S_HPN1875_S370","15234","DietInt Study1","cat","Male",5.87,5.32,"No","No","Hill's","Facility"
"F-50190981-005S_HPN1875_S355","F-50190981-005S_HPN1875_S355","15959","DietInt Study1","cat","Female",4.34,4.31,"No","Yes","Hill's","Facility"
"F-50190983-005S_HPN1875_S391","F-50190983-005S_HPN1875_S391","7088","DietInt Study1","cat","Female",13.11,4.67,"No","Yes","Hill's","Facility"
"F-50190985-005S_HPN1875_S423","F-50190985-005S_HPN1875_S423","7088","DietInt Study1","cat","Female",13.2,4.79,"No","Yes","Hill's","Facility"
"F-50190987-005S_HPN1875_S387","F-50190987-005S_HPN1875_S387","14924","DietInt Study1","cat","Female",6.95,4.84,"No","No","Hill's","Facility"
"F-50190989-005S_HPN1875_S352","F-50190989-005S_HPN1875_S352","13765","DietInt Study1","cat","Male",10.72,5.43,"No","No","Hill's","Facility"
"F-50190991-005S_HPN1875_S359","F-50190991-005S_HPN1875_S359","7656","DietInt Study1","cat","Female",13.76,4.39,"No","Yes","Hill's","Facility"
"F-50190993-005S_HPN1875_S356","F-50190993-005S_HPN1875_S356","13897","DietInt Study1","cat","Female",8.53,4.58,"No","Yes","Hill's","Facility"
"F-50190995-005S_HPN1875_S367","F-50190995-005S_HPN1875_S367","16388","DietInt Study1","cat","Male",3.11,5.2,"No","No","Hill's","Facility"
"F-50190997-005S_HPN1875_S368","F-50190997-005S_HPN1875_S368","16031","DietInt Study1","cat","Male",4.37,7.55,"No","No","Hill's","Facility"
"F-50190999-005S_HPN1875_S372","F-50190999-005S_HPN1875_S372","14061","DietInt Study1","cat","Male",8.7,6.1,"No","No","Hill's","Facility"
"F-50191001-005S_HPN1875_S376","F-50191001-005S_HPN1875_S376","13768","DietInt Study1","cat","Male",10.84,6.76,"Yes","Yes","Hill's","Facility"
"F-50191003-005S_HPN1875_S369","F-50191003-005S_HPN1875_S369","13875","DietInt Study1","cat","Female",10.14,4.22,"No","No","Hill's","Facility"
"F-50191004-005S_HPN1875_S364","F-50191004-005S_HPN1875_S364","14973","DietInt Study1","cat","Male",6.42,5.7,"No","No","Hill's","Facility"
"F-50191006-005S_HPN1875_S363","F-50191006-005S_HPN1875_S363","13903","DietInt Study1","cat","Female",8.52,5,"No","No","Hill's","Facility"
"F-50191008-005S_HPN1875_S371","F-50191008-005S_HPN1875_S371","8071","DietInt Study1","cat","Female",11.29,5.33,"No","No","Hill's","Facility"
"F-50191010-005S_HPN1875_S382","F-50191010-005S_HPN1875_S382","15667","DietInt Study1","cat","Male",4.69,6.67,"No","No","Hill's","Facility"
"F-50191012-005S_HPN1875_S383","F-50191012-005S_HPN1875_S383","8773","DietInt Study1","cat","Female",11.29,4.78,"No","No","Hill's","Facility"
"F-50191014-005S_HPN1875_S379","F-50191014-005S_HPN1875_S379","13934","DietInt Study1","cat","Male",8.51,5.51,"No","Yes","Hill's","Facility"
"F-50191016-005S_HPN1875_S360","F-50191016-005S_HPN1875_S360","7338","DietInt Study1","cat","Male",13.01,4.57,"No","No","Hill's","Facility"
"F-50191018-005S_HPN1875_S380","F-50191018-005S_HPN1875_S380","13801","DietInt Study1","cat","Male",10.68,5.41,"No","No","Hill's","Facility"
"F-50191022-005S_HPN1875_S353","F-50191022-005S_HPN1875_S353","7088","DietInt Study1","cat","Female",13.01,4.76,"No","Yes","Hill's","Facility"
"F-50191024-005S_HPN1875_S358","F-50191024-005S_HPN1875_S358","7546","DietInt Study1","cat","Male",13,5.09,"No","No","Hill's","Facility"
"F-50191026-005S_HPN1875_S366","F-50191026-005S_HPN1875_S366","14031","DietInt Study1","cat","Female",8.7,4.87,"No","No","Hill's","Facility"
"F-50191028-005S_HPN1875_S349","F-50191028-005S_HPN1875_S349","14043","DietInt Study1","cat","Male",8.64,5.42,"No","No","Hill's","Facility"
"F-50191030-005S_HPN1875_S385","F-50191030-005S_HPN1875_S385","13807","DietInt Study1","cat","Male",10.45,5.62,"No","Yes","Hill's","Facility"
"F-50191032-005S_HPN1875_S357","F-50191032-005S_HPN1875_S357","8243","DietInt Study1","cat","Male",11.31,5.92,"No","Yes","Hill's","Facility"
"F-50191034-005S_HPN1875_S354","F-50191034-005S_HPN1875_S354","13757","DietInt Study1","cat","Female",10.62,4.05,"No","No","Hill's","Facility"
"F-50191036-005S_HPN1875_S351","F-50191036-005S_HPN1875_S351","13924","DietInt Study1","cat","Female",8.52,5.35,"No","Yes","Hill's","Facility"
"F-50191038-005S_HPN1875_S361","F-50191038-005S_HPN1875_S361","14045","DietInt Study1","cat","Male",8.63,6.3,"No","No","Hill's","Facility"
"F-50191042-005S_HPN1875_S386","F-50191042-005S_HPN1875_S386","7115","DietInt Study1","cat","Male",13.01,4.7,"No","Yes","Hill's","Facility"
"F-50191044-005S_HPN1875_S362","F-50191044-005S_HPN1875_S362","14857","DietInt Study1","cat","Male",7.05,6.12,"No","Yes","Hill's","Facility"
"F-50191046-005S_HPN1875_S350","F-50191046-005S_HPN1875_S350","14021","DietInt Study1","cat","Female",8.78,5.76,"No","No","Hill's","Facility"
"F-50191048-005S_HPN1875_S365","F-50191048-005S_HPN1875_S365","15670","DietInt Study1","cat","Male",4.69,5.62,"No","Yes","Hill's","Facility"
"F-50191050-005S_HPN1875_S377","F-50191050-005S_HPN1875_S377","15242","DietInt Study1","cat","Male",6.08,6.12,"No","Yes","Hill's","Facility"
"F-50191052-005S_HPN1875_S381","F-50191052-005S_HPN1875_S381","14956","DietInt Study1","cat","Female",6.44,5.2,"No","No","Hill's","Facility"
"F-50191054-005S_HPN1875_S384","F-50191054-005S_HPN1875_S384","13789","DietInt Study1","cat","Female",10.63,4.72,"No","Yes","Hill's","Facility"
"F-50191721-003S_HPN1875_S147","F-50191721-003S_HPN1875_S147","13939","DietInt Study1","dog","Male",8.48,10.2,"No","Yes","Hill's","Facility"
"F-50191723-003S_HPN1875_S171","F-50191723-003S_HPN1875_S171","17505","DietInt Study1","dog","Male",1.15,9.6,"No","Yes","Hill's","Facility"
"F-50191725-003S_HPN1875_S144","F-50191725-003S_HPN1875_S144","15215","DietInt Study1","dog","Female",6.4,9.4,"No","Yes","Hill's","Facility"
"F-50191727-003S_HPN1875_S162","F-50191727-003S_HPN1875_S162","16329","DietInt Study1","dog","Female",2.97,14.6,"No","Yes","Hill's","Facility"
"F-50191729-003S_HPN1875_S149","F-50191729-003S_HPN1875_S149","13830","DietInt Study1","dog","Male",10.27,10.9,"No","Yes","Hill's","Facility"
"F-50191731-003S_HPN1875_S168","F-50191731-003S_HPN1875_S168","16325","DietInt Study1","dog","Male",2.97,18,"No","Yes","Hill's","Facility"
"F-50191733-003S_HPN1875_S153","F-50191733-003S_HPN1875_S153","16355","DietInt Study1","dog","Female",2.93,12,"No","Yes","Hill's","Facility"
"F-50191735-003S_HPN1875_S170","F-50191735-003S_HPN1875_S170","17527","DietInt Study1","dog","Female",1.14,8.5,"No","Yes","Hill's","Facility"
"F-50191737-003S_HPN1875_S175","F-50191737-003S_HPN1875_S175","17156","DietInt Study1","dog","Male",2.79,10.1,"No","Yes","Hill's","Facility"
"F-50191739-003S_HPN1875_S178","F-50191739-003S_HPN1875_S178","13966","DietInt Study1","dog","Female",8.47,8.8,"No","Yes","Hill's","Facility"
"F-50191741-003S_HPN1875_S151","F-50191741-003S_HPN1875_S151","15345","DietInt Study1","dog","Female",5.03,9.1,"No","Yes","Hill's","Facility"
"F-50191743-003S_HPN1875_S177","F-50191743-003S_HPN1875_S177","16246","DietInt Study1","dog","Female",3.92,9.8,"No","Yes","Hill's","Facility"
"F-50191745-003S_HPN1875_S154","F-50191745-003S_HPN1875_S154","13944","DietInt Study1","dog","Male",8.47,10.5,"No","Yes","Hill's","Facility"
"F-50191747-003S_HPN1875_S163","F-50191747-003S_HPN1875_S163","16024","DietInt Study1","dog","Male",4.29,12,"No","Yes","Hill's","Facility"
"F-50191749-003S_HPN1875_S159","F-50191749-003S_HPN1875_S159","15214","DietInt Study1","dog","Female",6.42,8.8,"No","Yes","Hill's","Facility"
"F-50191751-003S_HPN1875_S174","F-50191751-003S_HPN1875_S174","17240","DietInt Study1","dog","Female",2.28,8.7,"No","Yes","Hill's","Facility"
"F-50191753-003S_HPN1875_S150","F-50191753-003S_HPN1875_S150","13941","DietInt Study1","dog","Male",8.48,11.4,"No","Yes","Hill's","Facility"
"F-50191755-003S_HPN1875_S152","F-50191755-003S_HPN1875_S152","13942","DietInt Study1","dog","Male",8.48,12.9,"No","Yes","Hill's","Facility"
"F-50191757-003S_HPN1875_S165","F-50191757-003S_HPN1875_S165","15106","DietInt Study1","dog","Male",6.84,10.3,"No","Yes","Hill's","Facility"
"F-50191759-003S_HPN1875_S157","F-50191759-003S_HPN1875_S157","14640","DietInt Study1","dog","Male",7.79,10.8,"No","Yes","Hill's","Facility"
"F-50191761-003S_HPN1875_S167","F-50191761-003S_HPN1875_S167","13961","DietInt Study1","dog","Female",8.47,8.6,"No","Yes","Hill's","Facility"
"F-50191763-003S_HPN1875_S169","F-50191763-003S_HPN1875_S169","16354","DietInt Study1","dog","Female",2.93,11.3,"No","Yes","Hill's","Facility"
"F-50191765-003S_HPN1875_S145","F-50191765-003S_HPN1875_S145","16029","DietInt Study1","dog","Female",4.29,11.5,"No","Yes","Hill's","Facility"
"F-50191767-003S_HPN1875_S166","F-50191767-003S_HPN1875_S166","16348","DietInt Study1","dog","Male",2.92,15,"No","Yes","Hill's","Facility"
"F-50191769-003S_HPN1875_S164","F-50191769-003S_HPN1875_S164","16027","DietInt Study1","dog","Female",4.29,8.4,"No","Yes","Hill's","Facility"
"F-50191771-003S_HPN1875_S161","F-50191771-003S_HPN1875_S161","17236","DietInt Study1","dog","Male",2.28,11.5,"No","Yes","Hill's","Facility"
"F-50191773-003S_HPN1875_S160","F-50191773-003S_HPN1875_S160","13957","DietInt Study1","dog","Female",8.47,9.4,"No","Yes","Hill's","Facility"
"F-50191775-003S_HPN1875_S155","F-50191775-003S_HPN1875_S155","15075","DietInt Study1","dog","Female",7.08,9.7,"No","Yes","Hill's","Facility"
"F-50191777-003S_HPN1875_S179","F-50191777-003S_HPN1875_S179","17509","DietInt Study1","dog","Male",1.15,9.6,"No","Yes","Hill's","Facility"
"F-50191779-003S_HPN1875_S156","F-50191779-003S_HPN1875_S156","16349","DietInt Study1","dog","Male",2.92,16.3,"No","Yes","Hill's","Facility"
"F-50191781-003S_HPN1875_S173","F-50191781-003S_HPN1875_S173","17513","DietInt Study1","dog","Male",1.14,10.1,"No","Yes","Hill's","Facility"
"F-50191783-003S_HPN1875_S158","F-50191783-003S_HPN1875_S158","15335","DietInt Study1","dog","Male",5.01,12,"No","Yes","Hill's","Facility"
"F-50191785-003S_HPN1875_S309","F-50191785-003S_HPN1875_S309","17520","DietInt Study1","dog","Female",1.24,9,"No","Yes","Hill's","Facility"
"F-50191787-003S_HPN1875_S345","F-50191787-003S_HPN1875_S345","17520","DietInt Study1","dog","Female",1.34,8.9,"No","Yes","Hill's","Facility"
