"feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"Bacteroides_nordii_SGB_1858","species","cat",1.14809704151331e-09,1.75531382144208e-06,2989,78,0.999479206685834,0.999999533390022,"dog,facility",0.999999533390022
"Bacteroides_salyersiae_SGB_1857","species","cat",-2.66375600025735e-05,0.129360424095784,2989,33,0.999835987438971,0.999999533390022,"dog,facility",0.999999533390022
"Bacteroides_thetaiotaomicron_SGB_1861","species","cat",-0.0357556995776072,0.42080083310162,2989,310,0.932316760837203,0.999999533390022,"dog,facility",0.999999533390022
"Bacteroidota_SGB_104875","species","human",-0.119633330508876,0.969156431020928,2989,122,0.903003611514016,0.999999030484438,"cat,facility",0.999999533390022
"Bacteroidota_SGB_1416","species","human",-0.0300397840867282,0.331809067806982,2989,36,0.929411322011702,0.999999533390022,"dog,facility",0.999999533390022
"Bacteroidota_SGB_2066","species","human",-0.078291193946394,1.73588416760481,2989,289,0.964499110488848,0.999999030484438,"cat,facility",0.999999533390022
"Bacteroidota_SGB_2230","species","cat",-0.0129022716177513,0.180453272682904,2989,73,0.943065677904078,0.999999533390022,"dog,facility",0.999999533390022
"Bacteroidota_SGB_2238","species","cat",-0.0063039838479346,0.110242407515722,2989,29,0.954423641529804,0.999999533390022,"dog,facility",0.999999533390022
"Bacteroidota_SGB_2241","species","cat",0.00651046621990691,0.155538011870999,2989,30,0.96662261003634,0.999999533390022,"dog,facility",0.999999533390022
"Bacteroidota_SGB_2285","species","cat",-0.0065110991061993,0.115125565523255,2989,39,0.954943262524548,0.999999533390022,"dog,facility",0.999999533390022
"Bacteroidota_SGB_48125","species","cat",0.00819012621852896,0.196667229998949,2989,117,0.966787285880546,0.999999533390022,"dog,facility",0.999999533390022
"Bianquea_SGB71281_SGB_71281","species","cat",3.47017796323201e-10,2.08907294770642e-06,2989,35,0.999867685538057,0.999999533390022,"dog,facility",0.999999533390022
"Blautia_SGB101324_SGB_101324","species","cat",4.84783463549931e-10,1.59802441656408e-06,2989,34,0.999758532355996,0.999999533390022,"dog,facility",0.999999533390022
"Blautia_SGB4815_SGB_4815","species","cat",1.62261365422109e-09,2.13106996423183e-06,2989,143,0.9993934850917,0.999999533390022,"dog,facility",0.999999533390022
"Blautia_SGB4833_SGB_4833","species","cat",-0.00761419517684645,0.106048705473967,2989,62,0.942818436333781,0.999999533390022,"dog,facility",0.999999533390022
"Blautia_glucerasea_SGB_4804","species","cat",0.00371091072918136,0.106803213288329,2989,104,0.972311317988408,0.999999533390022,"dog,facility",0.999999533390022
"Blautia_glucerasea_SGB_4813","species","cat",-0.00431783095942774,0.133168656828017,2989,107,0.974179832674865,0.999999533390022,"dog,facility",0.999999533390022
"Blautia_hansenii_SGB_4798","species","human",0.0881723763503093,1.52776638420025,2989,162,0.954921341226037,0.999999533390022,"dog,facility",0.999999533390022
"Blautia_hydrogenotrophica_SGB_4677","species","human",0.108165941699251,1.00368279294206,2989,152,0.915262589644601,0.999999533390022,"dog,facility",0.999999533390022
"Blautia_luti_SGB_4824","species","cat",-9.28757651752881e-10,1.39504381665887e-06,2989,26,0.999470282871841,0.999999533390022,"dog,facility",0.999999533390022
"Blautia_sp_MCC283_SGB_4828","species","cat",-0.00291683337286158,0.0263636332829074,2989,71,0.91199383929933,0.999999533390022,"dog,facility",0.999999533390022
"Butyricimonas_faecihominis_SGB_1786","species","cat",2.63803381597868e-10,1.00978631893038e-06,2989,41,0.999792478269211,0.999999533390022,"dog,facility",0.999999533390022
"Campylobacter_jejuni_SGB_19444","species","cat",0.00701679946023406,0.123773249322696,2989,36,0.954872345501406,0.999999533390022,"dog,facility",0.999999533390022
"Candidatus_Borkfalkiaceae_SGB_106137","species","human",-0.0213432949786028,0.170001669378172,2989,41,0.902294143466221,0.999999030484438,"cat,facility",0.999999533390022
"Cetobacterium_SGB27377_SGB_27377","species","human",0.01178425482676,0.167103936511515,2989,61,0.944875802380216,0.999999533390022,"dog,facility",0.999999533390022
"Christensenellaceae_SGB_14125","species","cat",-0.0100873332788568,0.095658179249534,2989,35,0.916023532699269,0.999999533390022,"dog,facility",0.999999533390022
"Clostridia_bacterium_SGB_5191","species","human",-0.140495122316274,1.4497609438433,2989,428,0.923872224240434,0.999999533390022,"dog,facility",0.999999533390022
"Clostridia_bacterium_UC5_1_1D1_SGB_14995","species","human",-0.119615380740103,1.34688934923167,2989,169,0.930097881089203,0.999999533390022,"dog,facility",0.999999533390022
"Clostridiaceae_SGB_14988","species","human",-0.262697458817107,2.60798048154027,2989,808,0.92086433751001,0.999999030484438,"cat,facility",0.999999533390022
"Clostridiaceae_SGB_4648","species","cat",1.35191787875353e-10,3.02239206429304e-06,2989,51,0.999964352705935,0.999999533390022,"dog,facility",0.999999533390022
"Clostridiaceae_SGB_4658","species","cat",-0.0120303867778465,0.129636335201257,2989,59,0.926087959209765,0.999999533390022,"dog,facility",0.999999533390022
"Clostridiaceae_bacterium_Marseille_Q4145_SGB_4769","species","cat",0.0106704656623164,0.198057662456288,2989,125,0.957034496262003,0.999999533390022,"dog,facility",0.999999533390022
"Clostridiaceae_bacterium_Marseille_Q4149_SGB_15091","species","cat",0.00240336862844428,0.225426368659605,2989,91,0.991497278372938,0.999999533390022,"dog,facility",0.999999533390022
"Clostridiaceae_bacterium_Marseille_Q4149_SGB_15091","species","human",1.58445067973011,1.48992600641723,2989,91,0.978682965567688,0.999999030484438,"cat,facility",0.999999533390022
"Clostridiaceae_bacterium_SGB_4269","species","cat",-0.0108747055259714,0.270153802554915,2989,239,0.967900955927903,0.999999533390022,"dog,facility",0.999999533390022
"Clostridiaceae_bacterium_SGB_4629","species","cat",-0.00374257607687751,0.100876202230159,2989,24,0.97043601021482,0.999999533390022,"dog,facility",0.999999533390022
"Clostridium_SGB47280_SGB_47280","species","human",0.064693135979164,0.970843929245816,2989,302,0.947942473772268,0.999999030484438,"cat,facility",0.999999533390022
"Clostridium_SGB47280_SGB_47280","species","human",-0.0593566719503597,0.918424282879985,2989,302,0.949749392402319,0.999999533390022,"dog,facility",0.999999533390022
"Clostridium_SGB48024_SGB_48024","species","cat",1.42652711793869e-09,1.81288224237812e-06,2989,31,0.999373417861994,0.999999533390022,"dog,facility",0.999999533390022
"Clostridium_mediterraneense_SGB_21135","species","human",-0.0292399848290167,0.321368996157962,2989,50,0.928299576078063,0.999999030484438,"cat,facility",0.999999533390022
"Clostridium_sp_1001270J_160509_D11_SGB_6139","species","cat",0.018483545420972,0.165993534475627,2989,85,0.91134417715669,0.999999533390022,"dog,facility",0.999999533390022
"Clostridium_sp_AF27_2AA_SGB_4712","species","cat",1.40371834869247e-12,2.39677572993138e-06,2989,55,0.999999533390022,0.999999533390022,"dog,facility",0.999999533390022
"Clostridium_sp_AF32_12BH_SGB_4710","species","cat",0.00047180437744499,0.00463889705706049,2989,30,0.919184544965604,0.999999533390022,"dog,facility",0.999999533390022
"Clostridium_sp_AF36_4_SGB_4644","species","cat",2.1131677173094e-10,2.88535321350291e-06,2989,182,0.999941636727376,0.999999533390022,"dog,facility",0.999999533390022
"Clostridium_sp_AM22_11AC_SGB_4749","species","cat",0.0109264781605295,0.243785280274664,2989,163,0.964305800262452,0.999999533390022,"dog,facility",0.999999533390022
"Clostridium_sp_AM49_4BH_SGB_4652","species","cat",-0.00852169831134976,0.131139962130293,2989,140,0.948193848837765,0.999999533390022,"dog,facility",0.999999533390022
"Clostridium_sp_Marseille_P3244_SGB_29302","species","cat",0.0140039817709548,0.121742959971955,2989,101,0.908422125032798,0.999999533390022,"dog,facility",0.999999533390022
"Collinsella_sp_AF08_23_SGB_14739","species","human",0.0278699516675103,0.8726189176677,2989,198,0.975061396163497,0.999999533390022,"dog,facility",0.999999533390022
"Comamonas_kerstersii_SGB_12676","species","cat",0.00619509157456123,0.136483436707677,2989,52,0.963795939362991,0.999999533390022,"dog,facility",0.999999533390022
"Coprobacter_fastidiosus_SGB_1963","species","cat",1.43317391342459e-09,2.39887798792103e-06,2989,57,0.999524015027892,0.999999533390022,"dog,facility",0.999999533390022
"Coprobacter_fastidiosus_SGB_1963","species","human",1.87776509393554,1.21659822058528,2989,57,0.913942688976336,0.999999030484438,"cat,facility",0.999999533390022
"Coprococcus_catus_SGB_4670","species","cat",0.0188115294495017,0.216406032126512,2989,196,0.930744689614838,0.999999533390022,"dog,facility",0.999999533390022
"Coprococcus_sp_OM04_5BH_SGB_5115","species","cat",-0.00761490133381817,0.140800541892061,2989,62,0.95690711141711,0.999999533390022,"dog,facility",0.999999533390022
"Coriobacteriaceae_SGB_105121","species","human",-0.0952560624116745,0.848413754135846,2989,149,0.911683763887299,0.999999533390022,"dog,facility",0.999999533390022
"Coriobacteriaceae_SGB_72473","species","cat",-0.0113218178169572,0.11284310469718,2989,59,0.920159927740324,0.999999533390022,"dog,facility",0.999999533390022
"Coriobacteriaceae_SGB_72480","species","human",-0.0067368678995921,0.938978468159032,2989,119,0.994344689636169,0.999999533390022,"dog,facility",0.999999533390022
"Corynebacterium_canis_SGB_86814","species","human",-0.00534020690909923,0.379468400564967,2989,154,0.988934026177139,0.999999030484438,"cat,facility",0.999999533390022
"Cutibacterium_acnes_SGB_16955","species","cat",0.0103710129145516,0.174357348161675,2989,89,0.952592552156067,0.999999533390022,"dog,facility",0.999999533390022
"Desulfovibrio_piger_SGB_15465","species","cat",0.0078878149801691,0.0785174304026739,2989,36,0.919992129873964,0.999999533390022,"dog,facility",0.999999533390022
"Desulfovibrio_piger_SGB_15467","species","human",0.0418474595343804,1.73852324798322,2989,273,0.981045684992893,0.999999030484438,"cat,facility",0.999999533390022
"Desulfovibrionaceae_SGB_15460","species","human",-0.0560570789364581,0.900086873412835,2989,105,0.950943085470979,0.999999030484438,"cat,facility",0.999999533390022
"Desulfovibrionaceae_SGB_15460","species","human",0.0497337374481089,0.89350583505547,2989,105,0.956167095784546,0.999999533390022,"dog,facility",0.999999533390022
"Dorea_formicigenerans_SGB_4575","species","cat",-0.00285978140654047,0.264358299165222,2989,476,0.991371232456536,0.999999533390022,"dog,facility",0.999999533390022
"Eggerthella_lenta_SGB_14809","species","cat",-0.00665456724946458,0.237695529153979,2989,128,0.977693716087375,0.999999533390022,"dog,facility",0.999999533390022
"Eggerthellaceae_SGB_63101","species","cat",0.00535259195078268,0.104399281181383,2989,56,0.959151326711262,0.999999533390022,"dog,facility",0.999999533390022
"Eisenbergiella_tayi_SGB_4988","species","cat",0.00374994348289839,0.110743412955149,2989,49,0.97298763892836,0.999999533390022,"dog,facility",0.999999533390022
"Emergencia_timonensis_SGB_3970","species","cat",0.00193685351915767,0.0849055710794661,2989,23,0.981818946797822,0.999999533390022,"dog,facility",0.999999533390022
"Enterobacter_asburiae_SGB_10141","species","cat",0.00454162626719877,0.09053661259379,2989,27,0.960037728935244,0.999999533390022,"dog,facility",0.999999533390022
"Enterobacter_roggenkampii_SGB_10139","species","cat",-0.00937566688043624,0.123729139231676,2989,49,0.939614843752195,0.999999533390022,"dog,facility",0.999999533390022
"Enterocloster_citroniae_SGB_4761","species","cat",-0.00114627701391737,0.0991998518713498,2989,44,0.990793246952832,0.999999533390022,"dog,facility",0.999999533390022
"Enterocloster_clostridioformis_SGB_4760","species","cat",1.18103475546084e-11,9.1174124581244e-07,2989,24,0.999989717213659,0.999999533390022,"dog,facility",0.999999533390022
"Enterocloster_lavalensis_SGB_4725","species","cat",0.00195349838788824,0.114000566007421,2989,48,0.986350439592549,0.999999533390022,"dog,facility",0.999999533390022
"Enterococcus_faecium_SGB_7967","species","human",0.116626970895033,1.89649388907516,2989,189,0.952292149777801,0.999999533390022,"dog,facility",0.999999533390022
"Enterococcus_hirae_SGB_7970","species","human",-0.170603875664205,1.46298736225418,2989,282,0.908648375976206,0.999999533390022,"dog,facility",0.999999533390022
"Erysipelotrichaceae_SGB_65949","species","human",0.15436259217538,1.24189720535502,2989,62,0.902507263024452,0.999999030484438,"cat,facility",0.999999533390022
"Erysipelotrichaceae_SGB_6837","species","human",-0.125155162845042,1.43160570069912,2989,126,0.931162860120825,0.999999533390022,"dog,facility",0.999999533390022
"Escherichia_marmotae_SGB_10064","species","cat",-0.0149351548979226,0.251389227345792,2989,139,0.95263886358275,0.999999533390022,"dog,facility",0.999999533390022
"Eubacteriaceae_SGB_4327","species","cat",-0.0275328325056595,0.214770549036407,2989,91,0.898019022490602,0.999999533390022,"dog,facility",0.999999533390022
"Eubacteriaceae_SGB_4335","species","cat",-2.99375984966265e-10,2.50326369709925e-06,2989,53,0.999904710195471,0.999999533390022,"dog,facility",0.999999533390022
"Eubacteriaceae_SGB_5054","species","cat",0.00455506145831558,0.121815744457272,2989,54,0.970195249901361,0.999999533390022,"dog,facility",0.999999533390022
"Eubacteriaceae_bacterium_SGB_4546","species","cat",4.42872803150991e-10,1.62551915559068e-06,2989,30,0.999783119938903,0.999999533390022,"dog,facility",0.999999533390022
"Eubacteriaceae_bacterium_SGB_5043","species","cat",0.00854963640256983,0.0985811074278971,2989,78,0.930962351746456,0.999999533390022,"dog,facility",0.999999533390022
"Eubacteriales_unclassified_SGB_15370","species","cat",2.36796811731114e-10,2.26056299389787e-06,2989,88,0.999916551014756,0.999999533390022,"dog,facility",0.999999533390022
"Eubacteriales_unclassified_SGB_15372","species","cat",0.00402897961539314,0.0931411175369585,2989,41,0.965531198742159,0.999999533390022,"dog,facility",0.999999533390022
"Eubacteriales_unclassified_SGB_15374","species","cat",0.0104921806873497,0.223485683995699,2989,115,0.962573362760522,0.999999533390022,"dog,facility",0.999999533390022
"Eubacterium_callanderi_SGB_4080","species","human",0.0126120467483035,0.221817677608064,2989,36,0.95530669292401,0.999999030484438,"cat,facility",0.999999533390022
"Eubacterium_callanderi_SGB_4080","species","human",-0.0111564413045692,0.18601049943331,2989,36,0.953318176674647,0.999999533390022,"dog,facility",0.999999533390022
"Eubacterium_ramulus_SGB_4959","species","cat",0.0134379114796605,0.11897839341615,2989,186,0.910084852258731,0.999999533390022,"dog,facility",0.999999533390022
"Eubacterium_siraeum_SGB_4198","species","cat",-1.93113638676207e-09,3.90417012216833e-06,2989,149,0.999605745360635,0.999999533390022,"dog,facility",0.999999533390022
"Eubacterium_sp_AF16_48_SGB_5042","species","cat",-0.014117293662854,0.140761323907074,2989,46,0.920119968758505,0.999999533390022,"dog,facility",0.999999533390022
"Eubacterium_sp_AF34_35BH_SGB_5051","species","cat",4.68250253832647e-10,1.53380744485732e-06,2989,106,0.999757059827938,0.999999533390022,"dog,facility",0.999999533390022
"Faecalibacterium_prausnitzii_SGB_15322","species","cat",0.0185482959762561,0.21015164838733,2989,71,0.929668902076937,0.999999533390022,"dog,facility",0.999999533390022
"Faecalibacterium_prausnitzii_SGB_15323","species","cat",0.00396868985108856,0.136820043229803,2989,108,0.976882589777437,0.999999533390022,"dog,facility",0.999999533390022
"Faecalibacterium_prausnitzii_SGB_15332","species","cat",-4.74573430376144e-10,5.86929799955692e-06,2989,218,0.999935701954939,0.999999533390022,"dog,facility",0.999999533390022
"Faecalibacterium_prausnitzii_SGB_15333","species","cat",0.00816120966473273,0.141242481295347,2989,132,0.953968650727038,0.999999533390022,"dog,facility",0.999999533390022
"Faecalibacterium_sp_CLA_AA_H233_SGB_15315","species","cat",0.0310757211968307,0.277928480189285,2989,208,0.911038205628881,0.999999533390022,"dog,facility",0.999999533390022
"Faecalicoccus_pleomorphus_SGB_6791","species","human",-0.0323449912636442,0.783485332139948,2989,167,0.967522137215172,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_13972","species","cat",0.000742166609989441,0.104310519836649,2989,25,0.994323179482734,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_13972","species","human",0.632672797452032,0.852315627732174,2989,25,0.916973569602866,0.999999030484438,"cat,facility",0.999999533390022
"Firmicutes_SGB_13977","species","cat",0.015653880440853,0.12902540326711,2989,36,0.903650279948412,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_13982","species","cat",0.0164146655550526,0.170082444155665,2989,75,0.923139870723787,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_13983","species","cat",-3.80795012188512e-10,0.000117497699379324,2989,68,0.999997415564502,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_13997","species","cat",0.0112191596563352,0.128026719345351,2989,40,0.930338604922638,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14005","species","cat",-0.00796919090258154,0.139629174411441,2989,42,0.954529175827955,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14017","species","cat",-8.73668165813016e-10,2.5599184347578e-06,2989,32,0.999728063308009,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14022","species","cat",0.00069984100263842,0.0878746265983474,2989,25,0.993652691971535,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14048","species","cat",4.77174346757754e-10,3.01102434727401e-06,2989,25,0.99987370425728,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14114","species","cat",0.0145716727905304,0.149388467491129,2989,32,0.92237486203329,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14137","species","cat",-0.00499178073722305,0.131287533165531,2989,40,0.969681072529714,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14149","species","cat",-4.71580061168062e-11,1.5875049567339e-06,2989,29,0.999976355168438,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14189","species","cat",0.00217254054377205,0.101688253339819,2989,24,0.982955140735356,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14193","species","cat",4.62324268976502e-10,2.14395827670992e-06,2989,36,0.999828227629249,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14198","species","cat",3.40795412774858e-10,1.85516127376108e-06,2989,23,0.999853710731332,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14199","species","cat",-2.50066592848444e-09,2.43350280123222e-06,2989,28,0.999181267718968,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14205","species","cat",-1.54521809529472e-09,1.92066966943769e-06,2989,37,0.999359291192725,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14247","species","cat",0.00719111312604965,0.0976155874676987,2989,53,0.941333019954974,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14252","species","cat",3.94947656685607e-11,1.5340386989449e-06,2989,84,0.999979508493082,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14253","species","cat",-0.00135103710836574,0.148784627797642,2989,68,0.992762091187289,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14259","species","cat",3.40320837220177e-10,1.31190726470398e-06,2989,32,0.9997936564831,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14311","species","cat",-0.0105021359121408,0.217011006575025,2989,100,0.961402258381875,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14868","species","human",-0.088972906435584,0.827794798696921,2989,100,0.915389530476791,0.999999030484438,"cat,facility",0.999999533390022
"Firmicutes_SGB_14868","species","human",0.0274810773168754,0.81766999849289,2989,100,0.973511547387776,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14874","species","cat",5.33769100595449e-10,2.32613413753785e-06,2989,39,0.999817189024913,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14898","species","cat",-2.37199587225405e-09,2.51825981509696e-06,2989,33,0.999249496827772,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14921","species","cat",1.38785079807946e-09,1.86075425201657e-06,2989,56,0.999406054480024,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14932","species","cat",0.0202702745169276,0.173681099220333,2989,80,0.907168680168281,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14972","species","cat",0.00145512956163063,0.0899708527777165,2989,26,0.987096143173039,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_14972","species","human",0.114871574585247,2.07233291225927,2989,26,0.955802653005318,0.999999030484438,"cat,facility",0.999999533390022
"Firmicutes_SGB_15198","species","cat",0.00371143250413318,0.0864659192268523,2989,49,0.965796939549654,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_15201","species","cat",0.0128645517185729,0.122321884017024,2989,43,0.916340310991823,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_15203","species","cat",0.00162629420161531,0.144538945190244,2989,37,0.991023661875996,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_15213","species","cat",-1.53372187355646e-09,1.61365558695848e-06,2989,35,0.999243401024693,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_15241","species","cat",-1.84115515409342e-09,2.07733141536352e-06,2989,24,0.999294025443988,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_15273","species","cat",0.00720830516569112,0.143868142796106,2989,92,0.960052191867084,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_15368","species","cat",-3.42222293600979e-05,0.0193462929029682,2989,127,0.99858890944701,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_15385","species","cat",-0.00357592063179291,0.133118669616282,2989,78,0.97857156914913,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_15390","species","cat",-1.41689970760935e-09,1.16997127476766e-06,2989,51,0.999037152770193,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_3952","species","cat",1.22735777192791e-09,1.9719041514398e-06,2989,62,0.999504294433616,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_3991","species","cat",-0.0159711427933436,0.123213627575811,2989,26,0.897009275994634,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_3991","species","human",0.162071657887468,0.516216735809454,2989,26,0.943878431081612,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_3996","species","cat",-0.011251733241881,0.121879762852478,2989,66,0.926518417770676,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4130","species","cat",0.00245630069994822,0.143990861264727,2989,90,0.986391089180645,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4153","species","cat",-0.0059066253908642,0.0769194379437212,2989,25,0.93885788529901,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_42321","species","cat",1.5787156119106e-09,2.09176975465135e-06,2989,26,0.999398825963576,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4343","species","cat",0.00385177062970258,0.063928930002052,2989,22,0.95200851535549,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4350","species","cat",-0.000335404831124824,0.0846007605346569,2989,28,0.996840773046842,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4364","species","cat",0.0144913862708571,0.150437173018786,2989,28,0.92331322091752,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4373","species","cat",-1.19195920119428e-10,6.25697625957591e-06,2989,29,0.999984827759511,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4393","species","cat",0.000742319330348439,0.0545379484868669,2989,24,0.989148469032536,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4393","species","human",0.533010673658793,0.773497812392131,2989,24,0.993289067839544,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4394","species","cat",-0.0104455630126254,0.189100813284073,2989,90,0.95598998202736,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_4450","species","human",0.110479336722348,1.4463195081472,2989,535,0.939811154009379,0.999999030484438,"cat,facility",0.999999533390022
"Firmicutes_SGB_4890","species","cat",0.00161244457468637,0.0610790998878783,2989,28,0.978962525589756,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_5063","species","cat",8.08605344302999e-10,1.9614125599269e-06,2989,35,0.999671661462372,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_5104","species","cat",0.0188628994153752,0.1763750301798,2989,39,0.914876239145531,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_5105","species","cat",-0.0031184499817158,0.0593148710925745,2989,24,0.958115195005474,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6276","species","cat",5.59614363264692e-10,2.92830096353157e-06,2989,122,0.999847705590488,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_62935","species","human",0.0173676213693534,0.74538090874445,2989,118,0.981631520327823,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6302","species","cat",1.20313193472263e-09,1.50210526048859e-06,2989,21,0.999362535333986,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6305","species","human",-0.127348632882253,1.17776507222692,2989,149,0.915018361221895,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6308","species","cat",-8.44740797575194e-10,2.44782512225354e-06,2989,26,0.999725048077978,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6328","species","cat",0.0191413999362398,0.223065439975161,2989,61,0.931651259620816,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_63326","species","cat",-8.23150237408741e-12,1.66316741239775e-06,2989,43,0.999996059932456,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_63327","species","cat",0.0224537590672692,0.183552626365659,2989,99,0.902641196789125,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6369","species","cat",-3.33911367546436e-11,1.07257404158759e-06,2989,22,0.999975260277915,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6370","species","cat",-0.00151547482875285,0.0784977976846498,2989,24,0.984602911098003,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6371","species","cat",1.39321239714804e-10,2.72190600665715e-06,2989,36,0.999959212642355,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6376","species","cat",0.000685635180978711,0.00938524560364592,2989,37,0.941872531216696,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6385","species","cat",-4.7454678703285e-10,5.3606107581957e-06,2989,29,0.999929446401466,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6503","species","cat",1.63009792028335e-09,1.78106719979073e-06,2989,29,0.999271255573651,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6513","species","cat",1.38416277968086e-09,1.81889256592589e-06,2989,31,0.999394036561339,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6533","species","cat",1.17695217885908e-09,2.12886552012683e-06,2989,32,0.999559618534863,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6540","species","cat",1.17630130090363e-09,1.95119271945509e-06,2989,41,0.999519860127777,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6601","species","cat",1.12157984674773e-10,2.73731931665537e-06,2989,51,0.99996734963737,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_6607","species","cat",0.00163338991377878,0.139650555007033,2989,31,0.990668892792418,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_72838","species","cat",1.67572027722338e-09,2.31182915159934e-06,2989,34,0.999422528631494,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_SGB_80143","species","cat",0.00629785345271673,0.115770427096306,2989,53,0.956632798643123,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_unclassified_SGB_105436","species","cat",-0.00511295846675093,0.126043363757315,2989,64,0.967648422448702,0.999999533390022,"dog,facility",0.999999533390022
"Firmicutes_unclassified_SGB_14906","species","cat",0.0119922593734892,0.12792397694218,2989,35,0.92538385619793,0.999999533390022,"dog,facility",0.999999533390022
