"feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"Enterocloster_clostridioformis_SGB_4760","species","human",0.307855360389143,0.0475503342748787,2989,24,1.08251270240102e-08,1.0569627131518e-07,"cat,facility",5.75766530585324e-08
"Firmicutes_SGB_6310","species","human",0.572392343992544,0.0991675884040205,2989,22,1.16407533528911e-08,1.13425191760814e-07,"cat,facility",6.18218387525163e-08
"Oscillospiraceae_SGB_15065","species","human",1.49943685214727,0.205795594450616,2989,52,1.18568381132019e-08,1.1529247122033e-07,"cat,facility",6.28750171010422e-08
"Blautia_stercoris_SGB_4788","species","human",1.38553850571807,0.234816448962911,2989,58,1.2950152970549e-08,1.22145842818218e-07,"dog,facility",6.85698967916644e-08
"Prevotellaceae_SGB_1670","species","human",0.465533260828014,0.0372225685352393,2989,26,1.33718971760914e-08,1.25871990184525e-07,"dog,facility",7.06971604063308e-08
"Slackia_piriformis_SGB_14779","species","human",-6.71869833680205,0.776172775082921,2989,492,1.44613916118412e-08,1.39372324561852e-07,"cat,facility",7.63431972105706e-08
"Blautia_sp_OF03_15BH_SGB_4779","species","human",1.54175123345232,0.18794563754869,2989,82,1.46040716981226e-08,1.40270472766489e-07,"cat,facility",7.69815224981515e-08
"Parolsenella_massiliensis_SGB_14380","species","human",2.4745300530207,0.175750923510472,2989,67,1.60322001408221e-08,1.50015587031978e-07,"dog,facility",8.43837677054877e-08
"Clostridium_scindens_SGB_4630","species","human",0.35832162120939,0.0614461387363949,2989,25,1.88496951782343e-08,1.76030024674363e-07,"dog,facility",9.90659314196355e-08
"Firmicutes_SGB_14007","species","human",1.22665160961872,0.20994170063014,2989,52,2.22987455505455e-08,2.06602915552795e-07,"dog,facility",1.17018787852047e-07
"Oscillospiraceae_SGB_15015","species","human",1.37712348489738,0.204144192610704,2989,68,2.39864066111334e-08,2.28987638822075e-07,"cat,facility",1.25688770642339e-07
"Eubacteriaceae_SGB_4328","species","human",1.83922235845585,0.215316463245435,2989,68,2.58290636355638e-08,2.38375467916476e-07,"dog,facility",1.35144079998505e-07
"Prevotella_stercorea_SGB_1673","species","human",1.19290418225327,0.206510711978159,2989,23,2.61637312813576e-08,2.4926900348057e-07,"cat,facility",1.36692935808215e-07
"Wujia_chipingensis_SGB_5111","species","human",6.09003110259944,0.812972448116041,2989,151,2.65331993144536e-08,2.52279370901135e-07,"cat,facility",1.38418769874959e-07
"Oscillospiraceae_SGB_15022","species","human",2.73615958266939,0.424321534610621,2989,75,2.73405551211836e-08,2.5943271217606e-07,"cat,facility",1.42420535292528e-07
"Firmicutes_SGB_14263","species","human",0.862823255129726,0.113736444202581,2989,53,2.79422085135854e-08,2.64609348092508e-07,"cat,facility",1.45340575753752e-07
"Firmicutes_SGB_3988","species","human",1.94934453066382,0.212221089576967,2989,97,3.06145682519133e-08,2.81988874757858e-07,"dog,facility",1.59006942594739e-07
"Prevotella_lascolaii_SGB_1585","species","cat",0.643242758236334,0.116121081168278,2989,30,3.84880059460526e-08,3.51762472948806e-07,"dog,facility",1.99607151072123e-07
"Phocaeicola_coprophilus_SGB_1888","species","cat",-3.9574191811505,0.715223502183715,2989,829,3.93801073604531e-08,3.59219702730941e-07,"dog,facility",2.03934758029169e-07
"Blautia_obeum_SGB_4811","species","human",5.92286825755473,0.715363128559144,2989,300,4.053988877174e-08,3.79337530649853e-07,"cat,facility",2.09633898517024e-07
"Blautia_obeum_SGB_4811","species","human",6.04531323546736,0.699177088792856,2989,300,4.35238416294985e-08,3.96251809121071e-07,"dog,facility",2.24735515100053e-07
"Collinsella_stercoris_SGB_14740","species","human",-14.0661713748161,1.62539914478354,2989,526,4.72461973118578e-08,4.40265349729703e-07,"cat,facility",2.43600291387815e-07
"Mediterraneibacter_butyricigenes_SGB_25493","species","human",3.55348576081055,0.467959319772145,2989,187,4.82643855999326e-08,4.48060713561579e-07,"cat,facility",2.48487819311443e-07
"Bacteroidota_SGB_2066","species","cat",-1.5551092690459,0.283359926531112,2989,289,4.85137182172298e-08,4.40829855708007e-07,"dog,facility",2.49408461241776e-07
"Ruminococcus_bromii_SGB_4290","species","human",2.93696224658201,0.445432991452479,2989,70,5.02338295663032e-08,4.64515176930756e-07,"cat,facility",2.57876712882459e-07
"Wujia_chipingensis_SGB_5111","species","human",6.08672472723094,0.743669322665375,2989,151,5.23913896710461e-08,4.7514960324741e-07,"dog,facility",2.68562819226797e-07
"Eubacterium_ventriosum_SGB_5045","species","human",3.33974986826823,0.444567643132559,2989,214,5.26562001658138e-08,4.85962113467667e-07,"cat,facility",2.69529638185938e-07
"Eubacterium_ventriosum_SGB_5045","species","human",3.5633830949683,0.38719526938989,2989,214,5.55934428715509e-08,5.03222027988933e-07,"dog,facility",2.84153189937392e-07
"Firmicutes_SGB_15413","species","human",1.46550736342315,0.199616981990413,2989,54,5.62532444648673e-08,5.08218967234318e-07,"dog,facility",2.87110715255751e-07
"Firmicutes_SGB_15198","species","human",1.09160559810305,0.165862585507105,2989,49,6.03646770111202e-08,5.43282093100081e-07,"dog,facility",3.0765109883045e-07
"Mediterraneibacter_butyricigenes_SGB_25493","species","human",3.74626716583119,0.410454427715957,2989,187,6.40630755507413e-08,5.73285511000562e-07,"dog,facility",3.26030357155355e-07
"Candidatus_Melainabacteria_SGB_8643","species","human",0.749720680159619,0.1338217472637,2989,22,6.5544327427141e-08,5.85430015428782e-07,"dog,facility",3.33089491537066e-07
"Lachnospiraceae_SGB_4861","species","human",-10.0236046479179,1.24718767817825,2989,382,6.80626725266757e-08,6.24481641314791e-07,"cat,facility",3.45391209077262e-07
"Ruminococcus_SGB4421_SGB_4421","species","human",2.58921062662897,0.446433274128423,2989,62,6.96592632644048e-08,6.36653266579327e-07,"cat,facility",3.52986839779656e-07
"Clostridium_sp_AM33_3_SGB_4711","species","human",3.49070054259946,0.48581912292355,2989,147,7.41973548443054e-08,6.76817650765463e-07,"cat,facility",3.75444984383846e-07
"Firmicutes_SGB_14004","species","human",0.444346365493322,0.073023219182752,2989,24,7.97024458022628e-08,7.09201385666927e-07,"dog,facility",4.02725072575148e-07
"Clostridium_massiliamazoniense_SGB_29082","species","cat",1.82482832044842,0.330841899065891,2989,301,8.19046183846021e-08,7.2742406836494e-07,"dog,facility",4.13261961806473e-07
"Lawsonibacter_hominis_SGB_15131","species","human",1.22596074714088,0.221979519541256,2989,71,8.36405244453639e-08,7.55648876023633e-07,"cat,facility",4.21419565474718e-07
"Firmicutes_SGB_14250","species","human",0.983207558861996,0.176552339435194,2989,58,8.90640143038544e-08,8.03108779076439e-07,"cat,facility",4.48107281070744e-07
"Prevotella_corporis_SGB_1504","species","human",0.256189013141914,0.0455195079172873,2989,25,1.00308700136649e-07,8.87534389952038e-07,"dog,facility",5.03965727817227e-07
"Blautia_SGB101324_SGB_101324","species","human",1.17351878170063,0.200319891336091,2989,34,1.22815337199389e-07,1.10113522857855e-06,"cat,facility",6.16167159821615e-07
"Oscillospiraceae_SGB_15119","species","human",1.36881957539428,0.243958685604495,2989,107,1.34093529716816e-07,1.19769902678883e-06,"cat,facility",6.71797187830564e-07
"Ruminococcus_bromii_SGB_4285","species","human",5.55991370261055,0.531682172055574,2989,229,1.38017776599708e-07,1.23041934677547e-06,"cat,facility",6.90479315181283e-07
"Collinsella_tanakaei_SGB_14737","species","human",-10.8773317513448,1.39116207162692,2989,1031,1.44518420793025e-07,1.28110690312013e-06,"cat,facility",7.21979737775324e-07
"Firmicutes_SGB_3952","species","human",1.18470056627512,0.21907368646703,2989,62,1.48893279159418e-07,1.3174122035944e-06,"cat,facility",7.42786358796702e-07
"Oscillospiraceae_SGB_4212","species","human",1.17370278480354,0.208718538652767,2989,50,1.53765122884211e-07,1.34537350560657e-06,"dog,facility",7.66010196678105e-07
"Lachnospiraceae_SGB_71704","species","human",1.2896520514724,0.237792010577884,2989,61,1.54029450641174e-07,1.35776240976407e-06,"cat,facility",7.66247773442802e-07
"Butyricicoccus_SGB14990_SGB_14990","species","human",1.41409274420783,0.262839394304709,2989,54,1.60955836618034e-07,1.41617112964673e-06,"cat,facility",7.99579767019644e-07
"Prevotellaceae_SGB_1701","species","human",2.03425066805282,0.319217991991274,2989,44,1.61279530866828e-07,1.41637666213773e-06,"cat,facility",8.00064096319734e-07
"Butyricicoccus_SGB14990_SGB_14990","species","human",1.36166390219118,0.240353111019626,2989,54,1.84720431805912e-07,1.6132251044383e-06,"dog,facility",9.15064660080547e-07
"Odoribacter_splanchnicus_SGB_1790","species","human",6.18393603637235,0.902135525114265,2989,229,1.91917364084498e-07,1.67918792026436e-06,"cat,facility",9.4938701645716e-07
"Firmicutes_SGB_14255","species","human",0.947922841006905,0.175753027880304,2989,32,2.10062027040066e-07,1.83115068303318e-06,"dog,facility",1.03769467826915e-06
"Firmicutes_SGB_15382","species","human",0.38992910801037,0.0716783781476842,2989,30,2.11179116672338e-07,1.84429761893842e-06,"cat,facility",1.04175806927484e-06
"Lachnospiraceae_SGB_4894","species","human",3.71225915348065,0.709268123407907,2989,127,2.14818919497631e-07,1.86916240655135e-06,"dog,facility",1.05823749061716e-06
"Dysosmobacter_welbionis_SGB_15078","species","cat",1.04514336839266,0.198691637182674,2989,458,2.29958266896377e-07,1.99720660530997e-06,"dog,facility",1.13124115439845e-06
"Clostridiaceae_bacterium_AF18_31LB_SGB_4767","species","human",5.63620157061508,0.699278393468681,2989,283,2.32939156441178e-07,2.01937695179522e-06,"dog,facility",1.14431360601729e-06
"Oscillospiraceae_SGB_53446","species","human",0.818753847565895,0.124521796578082,2989,40,2.34389955572491e-07,2.03569618872904e-06,"cat,facility",1.14984365167809e-06
"Firmicutes_SGB_14969","species","human",1.73873507092017,0.300564610106978,2989,63,2.40213397745516e-07,2.07861721792267e-06,"dog,facility",1.17677948452339e-06
"Actinomyces_sp_ICM47_SGB_17167","species","human",0.479810892698816,0.0869445793854911,2989,43,2.51060231743457e-07,2.17647068548188e-06,"cat,facility",1.2282158225126e-06
"Firmicutes_SGB_6511","species","human",0.51600406983536,0.0972895258309599,2989,23,2.53781193533341e-07,2.18799288611195e-06,"dog,facility",1.23810218141714e-06
"Oscillospiraceae_bacterium_SGB_4247","species","human",1.64453200688753,0.310103453721396,2989,58,2.5368740533695e-07,2.18799288611195e-06,"dog,facility",1.23810218141714e-06
"Odoribacter_splanchnicus_SGB_1790","species","human",6.21658618019422,0.845085298935153,2989,229,2.55784644283082e-07,2.20124157379383e-06,"dog,facility",1.24615741987502e-06
"Proteus_mirabilis_SGB_9992","species","human",-0.522455759622104,0.101127534150181,2989,91,2.64518761884541e-07,2.27225952831967e-06,"dog,facility",1.28693653478077e-06
"Clostridiaceae_bacterium_AF18_31LB_SGB_4767","species","human",5.36492179870338,0.739898877521891,2989,283,2.70684306557432e-07,2.34228842151348e-06,"cat,facility",1.31512416523851e-06
"Blautia_sp_OF03_15BH_SGB_4779","species","human",1.57555750460941,0.132151437690087,2989,82,2.73551809889561e-07,2.34558242807122e-06,"dog,facility",1.32723285539009e-06
"Lachnospiraceae_SGB_106011","species","cat",-2.58432700084612,0.492193652886709,2989,513,2.78474070746751e-07,2.38345502294315e-06,"dog,facility",1.34926409346748e-06
"Amedibacterium_intestinale_SGB_4042","species","cat",-3.332014974098,0.615918737280485,2989,769,3.18737506014944e-07,2.71346045977144e-06,"dog,facility",1.54223605851554e-06
"Firmicutes_SGB_14185","species","human",0.58393263639053,0.10167586001264,2989,26,3.25496882685715e-07,2.76584378152402e-06,"dog,facility",1.57279026510843e-06
"Lachnospira_pectinoschiza_SGB_5075","species","human",6.3284607082033,0.794027888026096,2989,329,3.30048872945628e-07,2.81976537103548e-06,"cat,facility",1.59260963657392e-06
"Clostridium_sp_AM33_3_SGB_4711","species","human",3.26334667840003,0.434747695452123,2989,147,3.44633087831161e-07,2.91503289501683e-06,"dog,facility",1.65752889478878e-06
"Faecalibacterium_prausnitzii_SGB_15316","species","human",8.25286008551832,1.10654768943989,2989,357,3.44908472311152e-07,2.91503289501683e-06,"dog,facility",1.65752889478878e-06
"Prevotella_SGB1675_SGB_1675","species","human",0.843259332519968,0.159501352614094,2989,34,3.44808843141816e-07,2.94053979069946e-06,"cat,facility",1.65752889478878e-06
"Firmicutes_SGB_4365","species","human",2.36420521521459,0.450382788384082,2989,44,3.53594830551337e-07,2.98310057402523e-06,"dog,facility",1.69696732111273e-06
"Clostridium_SGB6179_SGB_6179","species","human",4.28721474790138,0.729331995244757,2989,115,3.60500298322875e-07,3.06327821061384e-06,"cat,facility",1.72542564975373e-06
"Oscillospiraceae_SGB_15309","species","human",3.58642073205477,0.358171510673775,2989,107,3.60235317535242e-07,3.02828833778289e-06,"dog,facility",1.72542564975373e-06
"Faecalibacterium_prausnitzii_SGB_15316","species","human",8.04902987832237,1.13095516789226,2989,357,4.02930116592139e-07,3.4054093724884e-06,"cat,facility",1.92589705727891e-06
"Firmicutes_SGB_71360","species","cat",1.23673456196401,0.242928986298459,2989,378,4.16794079848487e-07,3.48510794426501e-06,"dog,facility",1.98947457547112e-06
"Helicobacter_SGB28474_SGB_28474","species","human",-0.624185163911473,0.123068292432852,2989,75,4.32993251077365e-07,3.61415251695727e-06,"dog,facility",2.06401230331623e-06
"Firmicutes_SGB_4372","species","human",0.77693973655351,0.149196799820126,2989,28,4.47373635962931e-07,3.72758669116816e-06,"dog,facility",2.12969118492717e-06
"Clostridium_sp_NSJ_42_SGB_6174","species","human",2.20147549710938,0.422471171212218,2989,77,4.67268756619871e-07,3.93507045753448e-06,"cat,facility",2.22141074215656e-06
"Firmicutes_SGB_4350","species","human",0.696625951385052,0.132822463994414,2989,28,4.68115967370148e-07,3.93517807864103e-06,"cat,facility",2.22245124374257e-06
"Vescimonas_fastidiosa_SGB_15085","species","human",1.24974631313683,0.23786607136395,2989,45,4.9983934784272e-07,4.15007458525751e-06,"dog,facility",2.36988173367252e-06
"Proteobacteria_SGB_9324","species","human",0.646670656693232,0.125098340657028,2989,22,5.13391076834679e-07,4.30810021059136e-06,"cat,facility",2.4308758216389e-06
"Candidatus_Borkfalkia_ceftriaxoniphila_SGB_14027","species","human",1.92096525233079,0.36614089623856,2989,103,5.30455289699406e-07,4.39653277016238e-06,"dog,facility",2.50831598885936e-06
"Bacteroides_fragilis_SGB_1853","species","human",0.739133437684828,0.147446311534474,2989,60,5.69728967485504e-07,4.76390391961283e-06,"cat,facility",2.69042904939416e-06
"Lachnospiraceae_SGB_5074","species","human",0.676975444626911,0.127388390361795,2989,24,5.81505163395077e-07,4.85376699216139e-06,"cat,facility",2.74237835057118e-06
"Ellagibacter_SGB72433_SGB_72433","species","human",1.15188590074596,0.220931338067395,2989,39,5.9815230198047e-07,4.98389797904575e-06,"cat,facility",2.8171300826963e-06
"Lachnospiraceae_bacterium_AM48_27BH_SGB_4706","species","human",2.020965547617,0.330992599415884,2989,105,6.6042574778103e-07,5.48339406080165e-06,"cat,facility",3.10628440146476e-06
"Eisenbergiella_tayi_SGB_4988","species","human",1.32167653337033,0.254206691735397,2989,49,6.71263048491191e-07,5.5635791505878e-06,"cat,facility",3.15306427956619e-06
"Candidatus_Melainabacteria_SGB_8643","species","human",0.659749766141315,0.129367999580544,2989,22,7.00059150038943e-07,5.79206833611168e-06,"cat,facility",3.28396447438692e-06
"Oscillospiraceae_bacterium_SCCA1_SGB_15286","species","human",9.88288417741205,1.42486018477722,2989,381,8.37551719224048e-07,6.8693807093228e-06,"dog,facility",3.92373567006021e-06
"Lachnospiraceae_SGB_105952","species","cat",0.984528896635903,0.199022158337395,2989,206,8.47629456153089e-07,6.93996617225341e-06,"dog,facility",3.96045625682097e-06
"Oscillospiraceae_SGB_15111","species","human",0.593547280141119,0.109441359881764,2989,35,8.46711124984162e-07,6.97629867610259e-06,"cat,facility",3.96045625682097e-06
"Firmicutes_SGB_6517","species","human",0.923731405352764,0.182366731054126,2989,23,8.7602902566579e-07,7.16005699313668e-06,"dog,facility",4.08775021606847e-06
"Tenericutes_SGB_6571","species","human",0.534057668925321,0.105572696723828,2989,26,9.08861874364866e-07,7.46723449391064e-06,"cat,facility",4.23536818132876e-06
"Firmicutes_SGB_14185","species","human",0.494552212383676,0.0976607611382414,2989,26,9.13735918771469e-07,7.49422363987174e-06,"cat,facility",4.25247887459827e-06
"Firmicutes_SGB_6473","species","human",1.4088810603602,0.253336471313343,2989,51,9.17005681413933e-07,7.48200483312821e-06,"dog,facility",4.26208816709735e-06
"Clostridium_perfringens_SGB_6191","species","cat",-2.9629158100696,0.600690143940046,2989,741,9.6335405953542e-07,7.84659368699316e-06,"dog,facility",4.4716316385522e-06
"Firmicutes_SGB_15353","species","human",0.830936603863488,0.165660126796891,2989,23,1.11579930796721e-06,9.11977389319475e-06,"cat,facility",5.172453672713e-06
"Blautia_glucerasea_SGB_4816","species","human",2.74983555700723,0.202982742583104,2989,92,1.14526420680988e-06,9.29615490415733e-06,"dog,facility",5.29516274442686e-06
"Ralstonia_mannitolilytica_SGB_12921","species","human",-0.968840027776273,0.137208879227709,2989,31,1.14428464279524e-06,9.29615490415733e-06,"dog,facility",5.29516274442686e-06
"Bacteroidota_SGB_1404","species","human",1.75249013644527,0.327835215542484,2989,55,1.21517488407826e-06,9.91481791230632e-06,"cat,facility",5.61106209528043e-06
"Oscillospiraceae_bacterium_SCCA1_SGB_15286","species","human",9.49264948803929,1.4491209698996,2989,381,1.34095436693946e-06,1.09109557481875e-05,"cat,facility",6.18003352924681e-06
"Parabacteroides_goldsteinii_SGB_1941","species","human",0.68467792394384,0.141650991008519,2989,44,1.34189023196538e-06,1.09109557481875e-05,"cat,facility",6.18003352924681e-06
"Rothia_mucilaginosa_SGB_16971","species","human",1.18542351261598,0.235193654318145,2989,36,1.42559557400869e-06,1.15517332079467e-05,"dog,facility",6.55699810828184e-06
"Ruminococcus_bovis_SGB_4272","species","human",2.18348050766091,0.38336075230474,2989,60,1.56147754405946e-06,1.26310945073489e-05,"dog,facility",7.1726572381017e-06
"Desulfovibrionaceae_SGB_15459","species","human",0.534632781153985,0.103152723915807,2989,37,1.59786737486942e-06,1.28966975860533e-05,"dog,facility",7.33029429949823e-06
"Firmicutes_SGB_14004","species","human",0.268756613486116,0.0515418942443676,2989,24,1.69205859879834e-06,1.36639526574194e-05,"cat,facility",7.75234619682607e-06
"Roseburia_intestinalis_SGB_4951","species","cat",-0.670712361035069,0.136707902275239,2989,169,1.9555131119311e-06,1.56840133263046e-05,"dog,facility",8.94780061694735e-06
"Bifidobacterium_animalis_SGB_100575","species","cat",-1.31375360388831,0.274537034588379,2989,309,2.21148949703782e-06,1.76769228271701e-05,"dog,facility",1.01059927015798e-05
"Terrisporobacter_mayombei_SGB_6142","species","cat",-1.24024442386994,0.258696657706505,2989,282,2.64958082739873e-06,2.09841584946101e-05,"dog,facility",1.20923450148507e-05
"Sutterellaceae_SGB_9299","species","human",0.65688993841328,0.133811910544404,2989,29,2.71678382935759e-06,2.14612270339202e-05,"dog,facility",1.23830726861312e-05
"Hydrogenoanaerobacterium_saccharovorans_SGB_15350","species","human",2.52728307373173,0.526440409324841,2989,114,2.73929946563192e-06,2.15668385307515e-05,"dog,facility",1.24696296138225e-05
"Ruminococcus_bromii_SGB_4285","species","human",5.99690118859619,0.42874130451982,2989,229,2.7955787007459e-06,2.19366874421259e-05,"dog,facility",1.27094625508204e-05
"Clostridiaceae_bacterium_SGB_4269","species","human",5.22428364028322,0.877230686691346,2989,239,2.85633696751803e-06,2.26775844087795e-05,"cat,facility",1.29690165007847e-05
"Peptostreptococcaceae_SGB_6141","species","human",1.51479938941726,0.204510407412085,2989,73,3.03666551749266e-06,2.37888946519857e-05,"dog,facility",1.37701101735533e-05
"Sutterella_wadsworthensis_SGB_9286","species","cat",-3.9858744163498,0.849726224321458,2989,1526,3.12649384422624e-06,2.44519817070828e-05,"dog,facility",1.41592941447224e-05
"Streptococcus_infantis_SGB_8095","species","human",0.410220704372501,0.0851058456982565,2989,35,3.17256323041957e-06,2.46894524664335e-05,"dog,facility",1.43495602889949e-05
"Clostridiaceae_bacterium_SGB_4269","species","human",5.2134089321349,0.847583112282088,2989,239,3.2111293530425e-06,2.49484119093055e-05,"dog,facility",1.45054463878816e-05
"Clostridiales_bacterium_SGB_15158","species","cat",1.39523598408722,0.298687786223033,2989,313,3.54340429031791e-06,2.73497457170855e-05,"dog,facility",1.5985996141396e-05
"Streptococcus_rubneri_SGB_8056","species","human",0.970008578060339,0.194649564221159,2989,34,3.70766314248413e-06,2.8524207797643e-05,"dog,facility",1.67057382611037e-05
"Veillonella_rogosae_SGB_6956","species","human",2.57982969814962,0.547500228925904,2989,118,3.75914660943482e-06,2.94487299171007e-05,"cat,facility",1.69161597424567e-05
"Candidatus_Melainabacteria_SGB_8651","species","human",0.730379251167794,0.132495633580568,2989,25,3.79775974669204e-06,2.91535805622973e-05,"dog,facility",1.70682035883732e-05
"Coprococcus_catus_SGB_4669","species","human",4.04298469566508,0.636818395980111,2989,191,3.89245954982741e-06,2.9800063696406e-05,"dog,facility",1.74716109489081e-05
"Prevotellaceae_SGB_1701","species","human",1.90350754348282,0.28246038848646,2989,44,3.94539569037941e-06,3.0156379377357e-05,"dog,facility",1.76867738363396e-05
"Cetobacterium_SGB27377_SGB_27377","species","cat",-0.535377512058327,0.107029585612915,2989,61,4.04523555680554e-06,3.08694674529044e-05,"dog,facility",1.81113900815458e-05
"Schaalia_canis_SGB_33774","species","cat",-1.52284474296194,0.318098588668926,2989,327,4.06708783594102e-06,3.09860843849723e-05,"dog,facility",1.81862069225327e-05
"Blautia_luti_SGB_4832","species","human",3.17129738634126,0.606813096843741,2989,80,4.22529874727178e-06,3.28278564944542e-05,"cat,facility",1.88698000872478e-05
"Dialister_invisus_SGB_5825","species","human",3.07612866149458,0.649688133192776,2989,131,4.24422578320657e-06,3.22315117449311e-05,"dog,facility",1.89304244580096e-05
"Oscillospiraceae_SGB_4425","species","human",3.0460609289366,0.567235366299023,2989,109,4.66263784117391e-06,3.52387821457951e-05,"dog,facility",2.07704660506702e-05
"Bacteroides_pyogenes_SGB_1806","species","human",-0.346507649676013,0.0757307273455882,2989,67,5.06146536000467e-06,3.81917930204513e-05,"dog,facility",2.25187458847e-05
"Lachnospiraceae_SGB_4808","species","human",2.34670563462642,0.498990110235986,2989,90,5.06969875040296e-06,3.81928103944095e-05,"dog,facility",2.25270408042403e-05
"Phascolarctobacterium_faecium_SGB_5792","species","human",3.52819710845062,0.579667147226619,2989,180,5.14675839482763e-06,3.87115033333447e-05,"dog,facility",2.28407583971209e-05
"Coriobacteriaceae_SGB_14375","species","human",-8.43474411356434,1.35919614063399,2989,301,5.292779532788e-06,4.09192594698823e-05,"cat,facility",2.34593498840491e-05
"Eubacteriales_unclassified_SGB_15374","species","human",3.2962704848293,0.55371204980423,2989,115,5.641611206263e-06,4.23659847909814e-05,"dog,facility",2.49741912847963e-05
"Eubacteriales_unclassified_SGB_15374","species","human",3.28577822091388,0.587657108944426,2989,115,5.77222293975961e-06,4.45528696954277e-05,"cat,facility",2.55204406724122e-05
"Lentihominibacter_SGB71368_SGB_71368","species","human",1.21333453304351,0.258402407627832,2989,30,5.82554374367298e-06,4.3677685683882e-05,"dog,facility",2.57240302389155e-05
"Phascolarctobacterium_faecium_SGB_5792","species","human",3.53546777124202,0.647522316363355,2989,180,6.05251239540165e-06,4.66399484586833e-05,"cat,facility",2.66929380829621e-05
"Lachnospira_pectinoschiza_SGB_5075","species","human",5.30288448878739,0.7329345017783,2989,329,6.18239353870517e-06,4.62062883178028e-05,"dog,facility",2.72317882271484e-05
"Firmicutes_SGB_14905","species","human",1.32597847444537,0.27692296799697,2989,34,6.22956965695318e-06,4.77642884117329e-05,"cat,facility",2.74054575580142e-05
"Coprococcus_catus_SGB_4669","species","human",3.86939908264533,0.672769165670445,2989,191,6.23893165004823e-06,4.77642884117329e-05,"cat,facility",2.7412548131951e-05
"Firmicutes_SGB_49168","species","human",1.50173061656456,0.315200020932273,2989,58,6.39626809891919e-06,4.7729114484973e-05,"dog,facility",2.80689829601454e-05
"Coriobacteriaceae_SGB_53888","species","human",-13.4606910587637,2.18533255400384,2989,304,6.51269388904196e-06,4.97793588018183e-05,"cat,facility",2.85444836252062e-05
"Oscillospiraceae_bacterium_SGB_4247","species","human",1.52840514938983,0.3316275432044,2989,58,6.60872830365245e-06,5.04316548220469e-05,"cat,facility",2.89295445668548e-05
"Eubacteriaceae_bacterium_SGB_3958","species","human",2.26974056113916,0.378049940878592,2989,83,7.0276368196001e-06,5.23575596228027e-05,"dog,facility",3.07252798898956e-05
"Lachnospiraceae_SGB_4574","species","cat",2.11404055066359,0.468531705357639,2989,1115,7.14704278132216e-06,5.31631762724217e-05,"dog,facility",3.1170271661574e-05
"Streptococcus_mitis_SGB_8168","species","human",0.779242295530941,0.167712783357984,2989,63,7.14380010573642e-06,5.43636433242987e-05,"cat,facility",3.1170271661574e-05
"Oscillospiraceae_SGB_15073","species","cat",0.634428334900343,0.14082631613114,2989,135,7.33899816046067e-06,5.45050635035158e-05,"dog,facility",3.19680252383613e-05
"Eubacterium_rectale_SGB_4933","species","human",8.66034022445725,1.43839916874012,2989,422,7.8629840103683e-06,5.821323797943e-05,"dog,facility",3.42083326502739e-05
"Vescimonas_coprocola_SGB_15089","species","human",3.71043248338228,0.626153744613119,2989,230,8.05440987392458e-06,5.94438137174152e-05,"dog,facility",3.49980930271145e-05
"Eisenbergiella_tayi_SGB_4988","species","human",0.781657454574857,0.174991523611088,2989,49,8.0979252391345e-06,5.96715866058724e-05,"dog,facility",3.51440019273849e-05
"Mediterraneibacter_sp_NSJ_151_SGB_4553","species","human",1.75423852560236,0.342059742968688,2989,89,8.15937979885619e-06,6.16660819413554e-05,"cat,facility",3.53673117016597e-05
"Bacteroidota_SGB_65685","species","cat",-1.39727054298396,0.312728858089864,2989,287,8.54057947418542e-06,6.28352149770022e-05,"dog,facility",3.69743324359778e-05
"Lachnospira_eligens_SGB_5082","species","human",7.72911589039928,1.23456223572621,2989,338,8.57973903386254e-06,6.46358614755523e-05,"cat,facility",3.70984559447088e-05
"Lachnospira_eligens_SGB_5082","species","human",7.92154290986392,1.18433947160269,2989,338,8.97228607200251e-06,6.59085687158315e-05,"dog,facility",3.87484442450218e-05
"Eubacterium_rectale_SGB_4933","species","human",8.50784578991749,1.4527858013417,2989,422,9.4972825031911e-06,7.12069702465011e-05,"cat,facility",4.09657173338865e-05
"Bacteroides_stercoris_SGB_1830","species","cat",4.26003137591526,0.955340503953292,2989,1198,9.80553819461678e-06,7.18057734872868e-05,"dog,facility",4.22438350723015e-05
"Firmicutes_SGB_6602","species","human",1.44226394659271,0.318696522692541,2989,25,9.84170501113758e-06,7.35554371355386e-05,"cat,facility",4.23480664530336e-05
"Anaerovibrio_lipolyticus_SGB_6973","species","cat",-0.653624524475307,0.143648353237837,2989,97,9.91492409664673e-06,7.24942357205985e-05,"dog,facility",4.26112837543615e-05
"Firmicutes_SGB_6422","species","human",2.34529114036394,0.518714002652286,2989,63,1.027120640394e-05,7.65229216445196e-05,"cat,facility",4.40889041877861e-05
"Blautia_sp_Marseille_P3201T_SGB_29394","species","human",-9.72200893135708,1.66053772210259,2989,369,1.0400896444787e-05,7.73669205577531e-05,"cat,facility",4.45914796669232e-05
"Oscillospiraceae_SGB_53576","species","human",-9.68230172421583,1.67346085477673,2989,305,1.04357767462156e-05,7.75041309215001e-05,"cat,facility",4.46868551469305e-05
"Eubacteriaceae_bacterium_SGB_3958","species","human",2.23698088965188,0.425042222536784,2989,83,1.11659225139428e-05,8.27963688298024e-05,"cat,facility",4.77555839562463e-05
"Firmicutes_SGB_14270","species","cat",-0.913987910556603,0.207600983243105,2989,209,1.18679949822575e-05,8.63726301486521e-05,"dog,facility",5.0696978565513e-05
